Genome,ID,Start,Stop,Size (nt),Strand,Function
Aliivibrio fischeri (strain MJ11),B5FCX9,959740,959856,114,-,Mg_chelatase_C; InterPro=IPR027417; IPR025158; IPR045006
Aliivibrio fischeri (strain MJ11),B5FCY0,960248,960507,258,-,none; InterPro=IPR029057; IPR000836
Aliivibrio fischeri (strain MJ11),B5FCY1,960578,960994,414,-,none
Aliivibrio fischeri (strain MJ11),B5FCY2,961062,961570,507,-,Mg_chelatase; Mg_chelatase_C; ChlI; InterPro=IPR014721; IPR027417; IPR000523; IPR025158; IPR001208; IPR045006; IPR003593; IPR020568; IPR004482
Aliivibrio fischeri (strain MJ11),B5FCY3,961706,962255,547,+,TPP_enzyme_M; TPP_enzyme_C; TPP_enzyme_N; InterPro=IPR012000; IPR011766; IPR012001; IPR045229; IPR029035; IPR029061; IPR012846; IPR039368
Aliivibrio fischeri (strain MJ11),B5FCY4,962255,962337,80,+,ACT_5; InterPro=IPR045865
Aliivibrio fischeri (strain MJ11),B5FCY5,962341,962656,314,+,Aminotran_4; InterPro=IPR043132; IPR043131; IPR001544; IPR050571; IPR036038; IPR005785; IPR033939
Aliivibrio fischeri (strain MJ11),B5FCY6,962662,963276,612,+,ILVD_EDD; InterPro=IPR042096; IPR004404; IPR000581; IPR037237
Aliivibrio fischeri (strain MJ11),B5FCY7,963278,963788,509,+,PALP; Thr_dehydrat_C; InterPro=IPR038110; IPR036052; IPR001926; IPR001721; IPR050147; IPR045865; IPR005787
Aliivibrio fischeri (strain MJ11),B5FCY8,963881,963950,68,+,CSD; InterPro=IPR012340; IPR002059; IPR012156; IPR050181; IPR011129
Aliivibrio fischeri (strain MJ11),B5FCY9,963997,964450,451,-,Hexapep; NTP_transf_3; InterPro=IPR029044; IPR005882; IPR025877; IPR050065; IPR011004; IPR038009
Aliivibrio fischeri (strain MJ11),B5FCZ0,964523,964663,139,-,ATP-synt_DE; ATP-synt_DE_N; InterPro=IPR036771; IPR001469; IPR020547; IPR020546; IPR036794
Aliivibrio fischeri (strain MJ11),B5FCZ1,964670,965137,466,-,ATP-synt_ab; ATP-synt_ab_N; ATP-synt_VA_C; InterPro=IPR024034; IPR027417; IPR005722; IPR000194; IPR004100; IPR055190; IPR050053; IPR003593; IPR036121
Aliivibrio fischeri (strain MJ11),B5FCZ2,965149,965437,287,-,ATP; synt; InterPro=IPR000131; IPR035968
Aliivibrio fischeri (strain MJ11),B5FCZ3,965453,965966,512,-,ATP-synt_ab; ATP-synt_ab_C; ATP-synt_ab_N; InterPro=IPR038376; IPR023366; IPR027417; IPR005294; IPR000194; IPR000793; IPR004100; IPR036121; IPR033732
Aliivibrio fischeri (strain MJ11),B5FCZ4,965971,966146,173,-,OSCP; InterPro=IPR026015; IPR000711
Aliivibrio fischeri (strain MJ11),B5FCZ5,966155,966309,153,-,ATP; synt_B; InterPro=IPR002146; IPR050059; IPR028987; IPR005864
Aliivibrio fischeri (strain MJ11),B5FCZ6,966330,966416,84,-,ATP; synt_C; InterPro=IPR038662; IPR000454; IPR002379; IPR035921; IPR005953
Aliivibrio fischeri (strain MJ11),B5FCZ7,966435,966706,269,-,ATP; synt_A; InterPro=IPR035908; IPR000568; IPR045082
Aliivibrio fischeri (strain MJ11),B5FCZ8,966709,966813,102,-,ATP; synt_I; InterPro=IPR005598
Aliivibrio fischeri (strain MJ11),B5FCZ9,966902,967196,293,-,ParBc; HTH_ParB; InterPro=IPR003115; IPR041468; IPR050336; IPR036086; IPR004437
Aliivibrio fischeri (strain MJ11),B5FDA6,967194,967460,264,-,AAA_31; InterPro=IPR027417; IPR025669; IPR050678
Aliivibrio fischeri (strain MJ11),B5FDA7,967465,967676,209,-,GidB; InterPro=IPR029063; IPR003682
Aliivibrio fischeri (strain MJ11),B5FDA8,967676,968306,628,-,GIDA; GIDA_C; GIDA_C_1st; InterPro=IPR044920; IPR036188; IPR004416; IPR040131; IPR026904; IPR049312; IPR002218; IPR047001
Allorhizobium ampelinum (strain ATCC BAA-846 / DSM 112012 / S4),B9JWS3,653208,653737,527,+,FixG_C; Fer4_18; InterPro=IPR009051; IPR013783; IPR032879; IPR017896; IPR051684; IPR014116
Allorhizobium ampelinum (strain ATCC BAA-846 / DSM 112012 / S4),B9JWS4,653736,653901,163,+,FixH; InterPro=IPR008620; IPR018037
Allorhizobium ampelinum (strain ATCC BAA-846 / DSM 112012 / S4),B9JWS5,653900,654687,786,+,E1-E2_ATPase; HMA; Hydrolase; InterPro=IPR023299; IPR023214; IPR006121; IPR001757; IPR036163; IPR036412; IPR008250; IPR023298; IPR027256
Allorhizobium ampelinum (strain ATCC BAA-846 / DSM 112012 / S4),B9JWS6,654686,654736,48,+,FixS; InterPro=IPR004714
Allorhizobium ampelinum (strain ATCC BAA-846 / DSM 112012 / S4),B9JWS7,654780,655259,477,+,6PGD; NAD_binding_2; InterPro=IPR013328; IPR006114; IPR006115; IPR006113; IPR006183; IPR008927; IPR036291
Allorhizobium ampelinum (strain ATCC BAA-846 / DSM 112012 / S4),B9JWS8,655284,655567,282,+,Lactamase_B_2; InterPro=IPR036866; IPR001279; IPR050094; IPR044094
Allorhizobium ampelinum (strain ATCC BAA-846 / DSM 112012 / S4),B9JWS9,655579,655929,348,-,LacI; Peripla_BP_1; InterPro=IPR010982; IPR000843; IPR001761; IPR028082
Allorhizobium ampelinum (strain ATCC BAA-846 / DSM 112012 / S4),B9JWT0,656069,656481,410,+,SBP_bac_1; InterPro=IPR006059; IPR050490
Allorhizobium ampelinum (strain ATCC BAA-846 / DSM 112012 / S4),B9JWT1,656566,656867,299,+,BPD_transp_1; InterPro=IPR035906; IPR000515; IPR051393
Allorhizobium ampelinum (strain ATCC BAA-846 / DSM 112012 / S4),B9JWT2,656860,657177,316,+,BPD_transp_1; InterPro=IPR035906; IPR000515
Allorhizobium ampelinum (strain ATCC BAA-846 / DSM 112012 / S4),B9JWT3,657179,657542,362,+,ABC_tran; OB_MalK; InterPro=IPR012340; IPR027417; IPR003439; IPR040582; IPR047641; IPR003593; IPR008995; IPR015855
Allorhizobium ampelinum (strain ATCC BAA-846 / DSM 112012 / S4),B9JWT4,657602,658418,814,+,Glyco_hydro_2; Ig_mannosidase; Glyco_hydro_2_N2; InterPro=IPR013783; IPR006102; IPR041625; IPR054593; IPR050887; IPR036156; IPR008979; IPR017853
Allorhizobium ampelinum (strain ATCC BAA-846 / DSM 112012 / S4),B9JWT5,658439,658693,252,+,AP_endonuc_2; InterPro=IPR013022; IPR050312; IPR036237
Allorhizobium ampelinum (strain ATCC BAA-846 / DSM 112012 / S4),B9JWT6,658702,659080,376,+,GFO_IDH_MocA; GFO_IDH_MocA_C3; InterPro=IPR000683; IPR055170; IPR050463; IPR036291
Allorhizobium ampelinum (strain ATCC BAA-846 / DSM 112012 / S4),B9JWT7,659188,659532,342,+,Aldo_ket_red; InterPro=IPR036812; IPR023210; IPR005399; IPR047628
Allorhizobium ampelinum (strain ATCC BAA-846 / DSM 112012 / S4),B9JWT8,659618,660160,540,+,Glyco_hydro_43; GH43_C2; InterPro=IPR023296; IPR006710; IPR041542; IPR051795; IPR013320
Allorhizobium ampelinum (strain ATCC BAA-846 / DSM 112012 / S4),B9JWT9,660155,660779,623,-,Glyco_transf_41; InterPro=IPR029489
Allorhizobium ampelinum (strain ATCC BAA-846 / DSM 112012 / S4),B9JWU0,660778,661361,581,-,Glyco_transf_41; InterPro=IPR029489
Allorhizobium ampelinum (strain ATCC BAA-846 / DSM 112012 / S4),B9JWU1,661434,661651,216,-,Ferric_reduct; InterPro=IPR022837; IPR013130
Allorhizobium ampelinum (strain ATCC BAA-846 / DSM 112012 / S4),B9JWU2,661650,661966,314,-,Oxidored_molyb; InterPro=IPR036374; IPR022867; IPR000572
Allorhizobium ampelinum (strain ATCC BAA-846 / DSM 112012 / S4),B9JWU3,662052,662664,610,+,ILVD_EDD; InterPro=IPR042096; IPR004404; IPR000581; IPR037237
Allorhizobium ampelinum (strain ATCC BAA-846 / DSM 112012 / S4),B9JWU4,662903,663238,333,-,DUF4105; InterPro=IPR025178
Allorhizobium ampelinum (strain ATCC BAA-846 / DSM 112012 / S4),B9JWU5,663295,663505,209,-,LysE; InterPro=IPR001123
Allorhizobium ampelinum (strain ATCC BAA-846 / DSM 112012 / S4),B9JWU6,663581,664015,432,-,Lyase_1; ADSL_C; InterPro=IPR024083; IPR022761; IPR019468; IPR000362; IPR008948; IPR004769
Allorhizobium ampelinum (strain ATCC BAA-846 / DSM 112012 / S4),B9JWU7,664044,664279,233,-,DUF2259; InterPro=IPR018725
Allorhizobium ampelinum (strain ATCC BAA-846 / DSM 112012 / S4),B9JWU8,664287,664513,224,-,Ribul_P_3_epim; InterPro=IPR013785; IPR026019; IPR000056; IPR011060
Allorhizobium ampelinum (strain ATCC BAA-846 / DSM 112012 / S4),B9JWU9,664577,664831,252,+,adh_short_C2; InterPro=IPR002347; IPR036291
Allorhizobium ampelinum (strain ATCC BAA-846 / DSM 112012 / S4),B9JWV0,664835,665196,360,-,Peripla_BP_6; InterPro=IPR028081; IPR028082
Allorhizobium ampelinum (strain ATCC BAA-846 / DSM 112012 / S4),B9JWV1,665264,665415,149,+,Flavin_Reduct; InterPro=IPR012349; IPR002563; IPR050268
Allorhizobium ampelinum (strain ATCC BAA-846 / DSM 112012 / S4),B9JWV2,665422,665537,113,+,TfoX_N; InterPro=IPR007076; IPR047525
Allorhizobium ampelinum (strain ATCC BAA-846 / DSM 112012 / S4),B9JWV3,665726,666232,505,+,Tyrosinase; InterPro=IPR008922; IPR002227; IPR050316
Allorhizobium ampelinum (strain ATCC BAA-846 / DSM 112012 / S4),B9JWV4,666234,666516,280,+,DUF2182; InterPro=IPR018688
Allorhizobium ampelinum (strain ATCC BAA-846 / DSM 112012 / S4),B9JWV5,666513,666648,133,-,NUDIX; InterPro=IPR000086; IPR020476; IPR015797
Allorhizobium ampelinum (strain ATCC BAA-846 / DSM 112012 / S4),B9JWV6,666649,667165,515,-,DEAD; Helicase_C; InterPro=IPR027417; IPR011545; IPR001650; IPR014001; IPR014014; IPR050079
Allorhizobium ampelinum (strain ATCC BAA-846 / DSM 112012 / S4),B9JWV7,667221,667428,206,-,LysE; InterPro=IPR001123
Allorhizobium ampelinum (strain ATCC BAA-846 / DSM 112012 / S4),B9JWV8,667473,667698,224,-,Peptidase_S15; InterPro=IPR029058; IPR000383
Allorhizobium ampelinum (strain ATCC BAA-846 / DSM 112012 / S4),B9JWV9,667797,668185,386,+,Aminotran_5; InterPro=IPR015421; IPR015422; IPR000192; IPR016454; IPR015424
Allorhizobium ampelinum (strain ATCC BAA-846 / DSM 112012 / S4),B9JWW0,668233,668723,488,+,SUFBD; SufBD_N; InterPro=IPR000825; IPR045595; IPR037284; IPR010231
Allorhizobium ampelinum (strain ATCC BAA-846 / DSM 112012 / S4),B9JWW1,668816,669068,250,+,ABC_tran; InterPro=IPR027417; IPR003439; IPR010230; IPR003593
Allorhizobium ampelinum (strain ATCC BAA-846 / DSM 112012 / S4),B9JWW2,669076,669501,423,+,SUFBD; InterPro=IPR000825; IPR011542; IPR037284
Allorhizobium ampelinum (strain ATCC BAA-846 / DSM 112012 / S4),B9JWW3,669498,669629,129,+,Glyoxalase; InterPro=IPR029068; IPR004360; IPR037523; IPR050383
Anaeromyxobacter dehalogenans (strain 2CP-C),Q2IGZ6,1567050,1567618,566,+,none
Anaeromyxobacter dehalogenans (strain 2CP-C),Q2IGZ5,1567647,1568230,582,+,OPT; InterPro=IPR004813; IPR045035
Anaeromyxobacter dehalogenans (strain 2CP-C),Q2IH02,1568234,1568345,109,+,none
Anaeromyxobacter dehalogenans (strain 2CP-C),Q2IH01,1568443,1568603,158,+,QueF; InterPro=IPR043133; IPR016856; IPR029500; IPR050084
Anaeromyxobacter dehalogenans (strain 2CP-C),Q2IH00,1568644,1569059,413,+,Glyco_trans_1_4
Anaeromyxobacter dehalogenans (strain 2CP-C),Q2IGZ9,1569068,1569731,662,+,Pkinase; InterPro=IPR000719; IPR016024; IPR011990; IPR011009
Anaeromyxobacter dehalogenans (strain 2CP-C),Q2IH05,1569748,1570266,517,+,Peptidase_M17; Peptidase_M17_N; InterPro=IPR043472; IPR023042; IPR000819; IPR008283; IPR011356
Anaeromyxobacter dehalogenans (strain 2CP-C),Q2IH04,1570276,1570369,92,-,DUF2007; InterPro=IPR018551; IPR011322
Anaeromyxobacter dehalogenans (strain 2CP-C),Q2IH03,1570425,1570607,181,+,Pyrophosphatase; InterPro=IPR036649; IPR008162
Anaeromyxobacter dehalogenans (strain 2CP-C),Q2IH10,1570651,1570785,132,+,Hemerythrin; InterPro=IPR035938; IPR012312; IPR050669; IPR012827
Anaeromyxobacter dehalogenans (strain 2CP-C),Q2IH09,1570855,1571226,369,+,Arginase; InterPro=IPR006035; IPR023696
Anaeromyxobacter dehalogenans (strain 2CP-C),Q2IH08,1571257,1571360,101,-,none
Anaeromyxobacter dehalogenans (strain 2CP-C),Q2IH07,1571422,1571770,346,+,Aminotran_1_2; InterPro=IPR015421; IPR015422; IPR004839; IPR015424
Anaeromyxobacter dehalogenans (strain 2CP-C),Q2IH06,1571775,1572870,1093,-,ACR_tran; InterPro=IPR027463; IPR001036; IPR004763
Anaeromyxobacter dehalogenans (strain 2CP-C),Q2IH14,1572871,1573399,526,-,HlyD_D23; HMBD; InterPro=IPR032317; IPR045800; IPR051909; IPR006143
Anaeromyxobacter dehalogenans (strain 2CP-C),Q2IH13,1573398,1573871,472,-,OEP; InterPro=IPR003423; IPR050737
Anaeromyxobacter dehalogenans (strain 2CP-C),Q2IH12,1573939,1574368,428,+,Methyltr_RsmB-F; RsmF-B_ferredox; InterPro=IPR029063; IPR049560; IPR054728; IPR023267; IPR001678
Anaeromyxobacter dehalogenans (strain 2CP-C),Q2IH11,1574372,1574510,136,-,MarR_2; InterPro=IPR036388; IPR000835; IPR039422; IPR036390
Anaeromyxobacter dehalogenans (strain 2CP-C),Q2IH19,1574537,1574664,126,-,Multi_Drug_Res; InterPro=IPR045324; IPR000390
Anaeromyxobacter dehalogenans (strain 2CP-C),Q2IH18,1574682,1574789,105,-,Multi_Drug_Res; InterPro=IPR045324; IPR000390
Anaeromyxobacter dehalogenans (strain 2CP-C),Q2IH17,1574852,1575413,559,-,ILVD_EDD; InterPro=IPR042096; IPR004404; IPR000581; IPR037237
Anaeromyxobacter dehalogenans (strain 2CP-C),Q2IH16,1575454,1575674,218,+,NUDIX; InterPro=IPR000086; IPR045121; IPR015797
Anaeromyxobacter dehalogenans (strain 2CP-C),Q2IH15,1575695,1576232,535,+,none; InterPro=IPR024079
Anaeromyxobacter dehalogenans (strain 2CP-C),Q2IH22,1576236,1576419,181,+,none; InterPro=IPR011989; IPR016024
Anaeromyxobacter dehalogenans (strain 2CP-C),Q2IH21,1576436,1576811,373,+,Sel1; InterPro=IPR011990; IPR040239
Anaeromyxobacter dehalogenans (strain 2CP-C),Q2IH20,1576927,1577064,135,-,Response_reg; InterPro=IPR001789; IPR050595; IPR011006
Anaeromyxobacter dehalogenans (strain 2CP-C),Q2IH26,1577203,1577682,477,+,Peptidase_M64; M64_N; InterPro=IPR038171; IPR024079; IPR019026; IPR032625
Anaeromyxobacter dehalogenans (strain 2CP-C),Q2IH25,1577744,1578325,579,+,Acyl-CoA_dh_1; Acyl-CoA_dh_M; Acyl-CoA_dh_N; ACAD9-ACADV_C; InterPro=IPR037069; IPR046373; IPR009075; IPR006091; IPR013786; IPR049448; IPR036250; IPR009100
Anaeromyxobacter dehalogenans (strain 2CP-C),Q2IH24,1578355,1578585,228,-,GCV_H; InterPro=IPR033753; IPR002930; IPR011053
Anaeromyxobacter dehalogenans (strain 2CP-C),Q2IH23,1578713,1578912,197,+,none
Anaeromyxobacter dehalogenans (strain 2CP-C),Q2IH29,1578914,1579627,711,-,Response_reg; HisKA; HATPase_c; PAS_3; InterPro=IPR029016; IPR036890; IPR001789; IPR003661; IPR003594; IPR013655; IPR004358; IPR005467; IPR000014; IPR000700; IPR036097; IPR011006; IPR035965
Anaeromyxobacter dehalogenans (strain 2CP-C),Q2IH28,1579693,1581547,1852,+,Response_reg; HisKA; HAMP; HATPase_c; GAF_2; HAMP_2; InterPro=IPR029016; IPR036890; IPR001789; IPR003661; IPR003660; IPR003594; IPR003018; IPR004358; IPR005467; IPR036097; IPR011006
Anaeromyxobacter dehalogenans (strain 2CP-C),Q2IH27,1581641,1582064,422,+,none; InterPro=IPR023181
Anaeromyxobacter dehalogenans (strain 2CP-C),Q2IH33,1582175,1582543,366,+,baeRF_family3; InterPro=IPR041289
Anaeromyxobacter dehalogenans (strain 2CP-C),Q2IH32,1582555,1582819,263,+,none
Anaeromyxobacter dehalogenans (strain 2CP-C),Q2IH31,1582820,1583034,212,-,none
Anaeromyxobacter dehalogenans (strain 2CP-C),Q2IH30,1583098,1583644,544,+,Alpha; amylase; InterPro=IPR045857; IPR006047; IPR017853
Anaeromyxobacter dehalogenans (strain 2CP-C),Q2IH37,1583796,1584130,333,+,HNH; InterPro=IPR002711; IPR003615
Anaeromyxobacter dehalogenans (strain 2CP-C),Q2IH36,1584144,1584227,81,+,none
Anaeromyxobacter dehalogenans (strain 2CP-C),Q2IH35,1584232,1584576,342,-,none
Anaeromyxobacter dehalogenans (strain 2CP-C),Q2IH34,1584620,1584781,159,-,PUD; InterPro=IPR005323; IPR013784
Anaeromyxobacter sp. (strain K),B4UI09,1583467,1583881,413,+,Glycos_transf_1; InterPro=IPR001296
Anaeromyxobacter sp. (strain K),B4UI10,1583931,1584554,622,+,Pkinase; TPR_14; InterPro=IPR011990; IPR000719; IPR016024; IPR011009
Anaeromyxobacter sp. (strain K),B4UI11,1584601,1585119,517,+,Peptidase_M17; Peptidase_M17_N; InterPro=IPR043472; IPR023042; IPR000819; IPR008283; IPR011356
Anaeromyxobacter sp. (strain K),B4UI12,1585139,1585225,84,-,DUF2007; InterPro=IPR018551; IPR011322
Anaeromyxobacter sp. (strain K),B4UI13,1585276,1585459,181,+,Pyrophosphatase; InterPro=IPR036649; IPR008162
Anaeromyxobacter sp. (strain K),B4UI14,1585502,1585636,132,+,Hemerythrin; InterPro=IPR035938; IPR012312; IPR050669; IPR012827
Anaeromyxobacter sp. (strain K),B4UI15,1585657,1586028,369,+,Arginase; InterPro=IPR006035; IPR023696
Anaeromyxobacter sp. (strain K),B4UI16,1586060,1586162,101,-,none
Anaeromyxobacter sp. (strain K),B4UI17,1586225,1586572,346,+,Aminotran_1_2; InterPro=IPR015421; IPR015422; IPR004839; IPR015424
Anaeromyxobacter sp. (strain K),B4UI18,1586585,1586864,277,-,HTH_18; InterPro=IPR018060; IPR050204; IPR009057
Anaeromyxobacter sp. (strain K),B4UI19,1586899,1587148,247,+,adh_short_C2; InterPro=IPR002347; IPR036291
Anaeromyxobacter sp. (strain K),B4UI20,1587162,1587339,176,-,PEMT; InterPro=IPR007318
Anaeromyxobacter sp. (strain K),B4UI21,1587344,1588438,1092,-,ACR_tran; InterPro=IPR027463; IPR001036; IPR004763
Anaeromyxobacter sp. (strain K),B4UI22,1588439,1589008,567,-,HlyD_D23; HMBD; InterPro=IPR032317; IPR045800; IPR051909; IPR006143
Anaeromyxobacter sp. (strain K),B4UI23,1589007,1589481,472,-,OEP; InterPro=IPR003423; IPR050737
Anaeromyxobacter sp. (strain K),B4UI24,1589573,1589984,409,+,Methyltr_RsmB-F; RsmF-B_ferredox; InterPro=IPR029063; IPR049560; IPR054728; IPR023267; IPR001678
Anaeromyxobacter sp. (strain K),B4UI25,1589987,1590125,136,-,MarR_2; InterPro=IPR036388; IPR000835; IPR039422; IPR036390
Anaeromyxobacter sp. (strain K),B4UI26,1590155,1590285,128,-,Multi_Drug_Res; InterPro=IPR045324; IPR000390
Anaeromyxobacter sp. (strain K),B4UI27,1590302,1590409,105,-,Multi_Drug_Res; InterPro=IPR045324; IPR000390
Anaeromyxobacter sp. (strain K),B4UI28,1590580,1590952,371,+,HNH; InterPro=IPR002711; IPR003615
Anaeromyxobacter sp. (strain K),B4UI29,1590937,1591498,559,-,ILVD_EDD; InterPro=IPR042096; IPR004404; IPR000581; IPR037237
Anaeromyxobacter sp. (strain K),B4UI30,1591539,1591759,218,+,NUDIX; InterPro=IPR000086; IPR045121; IPR015797
Anaeromyxobacter sp. (strain K),B4UI31,1591781,1592317,534,+,none; InterPro=IPR024079
Anaeromyxobacter sp. (strain K),B4UI32,1592321,1592502,179,+,none; InterPro=IPR011989; IPR016024
Anaeromyxobacter sp. (strain K),B4UI33,1592519,1592893,372,+,Sel1; InterPro=IPR011990; IPR040239
Anaeromyxobacter sp. (strain K),B4UI34,1592896,1592964,66,-,none
Anaeromyxobacter sp. (strain K),B4UI35,1593007,1593143,135,-,Response_reg; InterPro=IPR001789; IPR050595; IPR011006
Anaeromyxobacter sp. (strain K),B4UI36,1593185,1593254,67,-,none
Anaeromyxobacter sp. (strain K),B4UI37,1593300,1593760,458,+,Peptidase_M64; M64_N; InterPro=IPR038171; IPR024079; IPR019026; IPR032625
Anaeromyxobacter sp. (strain K),B4UI38,1593823,1594404,579,+,Acyl-CoA_dh_1; Acyl-CoA_dh_M; Acyl-CoA_dh_N; ACAD9-ACADV_C; InterPro=IPR037069; IPR046373; IPR009075; IPR006091; IPR013786; IPR049448; IPR036250; IPR009100
Anaeromyxobacter sp. (strain K),B4UI39,1594435,1594668,232,-,GCV_H; InterPro=IPR033753; IPR002930; IPR011053
Anaeromyxobacter sp. (strain K),B4UI40,1594793,1594992,197,+,none
Anaeromyxobacter sp. (strain K),B4UI41,1594995,1595708,711,-,Response_reg; HisKA; HATPase_c; PAS_3; InterPro=IPR029016; IPR036890; IPR001789; IPR003661; IPR003594; IPR013655; IPR004358; IPR005467; IPR000014; IPR000700; IPR036097; IPR011006; IPR035965
Anaeromyxobacter sp. (strain K),B4UI42,1595774,1597618,1842,+,Response_reg; HisKA; HAMP; HATPase_c; GAF_2; HAMP_2; InterPro=IPR029016; IPR036890; IPR001789; IPR003661; IPR003660; IPR003594; IPR003018; IPR004358; IPR005467; IPR036097; IPR011006
Anaeromyxobacter sp. (strain K),B4UI43,1597711,1598135,422,+,none; InterPro=IPR023181
Anaeromyxobacter sp. (strain K),B4UI44,1598247,1598613,364,+,baeRF_family3; InterPro=IPR041289
Anaeromyxobacter sp. (strain K),B4UI45,1598627,1598891,262,+,none; InterPro=IPR032710
Anaeromyxobacter sp. (strain K),B4UI46,1598902,1599116,212,-,none
Anaeromyxobacter sp. (strain K),B4UI47,1599183,1599724,540,+,Alpha; amylase; InterPro=IPR045857; IPR006047; IPR017853
Anaeromyxobacter sp. (strain K),B4UI48,1599917,1600263,345,+,none; InterPro=IPR003615
Anaeromyxobacter sp. (strain K),B4UI49,1600282,1600361,77,+,none
Aquifex aeolicus (strain VF5),O66989,184930,185086,154,-,none
Aquifex aeolicus (strain VF5),O66990,185087,185510,421,-,Amidohydro_1; InterPro=IPR011059; IPR004722; IPR006680; IPR050138; IPR032466
Aquifex aeolicus (strain VF5),O66991,185514,185819,303,-,Cytochrome_C554; InterPro=IPR023155; IPR036280
Aquifex aeolicus (strain VF5),O66992,185818,186091,271,-,none; InterPro=IPR023119; IPR010980; IPR036280
Aquifex aeolicus (strain VF5),O66993,186090,186239,148,-,DUF2231; InterPro=IPR019251
Aquifex aeolicus (strain VF5),O66994,186262,186630,367,+,MS_channel_2nd; MS_channel_3rd; MS_channel_1st; InterPro=IPR023408; IPR006685; IPR049278; IPR049142; IPR045042; IPR010920; IPR011066; IPR011014
Aquifex aeolicus (strain VF5),O66995,186629,186752,121,-,ACPS; InterPro=IPR037143; IPR002582; IPR008278; IPR004568
Aquifex aeolicus (strain VF5),O66996,186751,187040,287,-,SDH_sah; InterPro=IPR002825; IPR029045
Aquifex aeolicus (strain VF5),O66997,187040,187428,387,-,Flavoprotein; DFP; InterPro=IPR035929; IPR036551; IPR005252; IPR003382; IPR007085
Aquifex aeolicus (strain VF5),O66998,187437,187861,423,+,Aminotran_3; InterPro=IPR015421; IPR015422; IPR004639; IPR005814; IPR015424
Aquifex aeolicus (strain VF5),O66999,187863,188187,323,+,LPG_synthase_TM; InterPro=IPR022791
Aquifex aeolicus (strain VF5),O67000,188173,188613,438,+,CN_hydrolase; LNT_N; InterPro=IPR036526; IPR004563; IPR003010; IPR045378
Aquifex aeolicus (strain VF5),O67001,188607,188806,197,-,none
Aquifex aeolicus (strain VF5),O67002,188803,189248,444,-,Mur_ligase; Mur_ligase_C; Mur_ligase_M; InterPro=IPR036565; IPR036615; IPR005863; IPR000713; IPR004101; IPR013221; IPR051046; IPR035911
Aquifex aeolicus (strain VF5),O67003,191017,191235,217,+,QueC; InterPro=IPR014729; IPR018317
Aquifex aeolicus (strain VF5),O67004,191230,191481,250,-,SurE; InterPro=IPR036523; IPR030048; IPR002828
Aquifex aeolicus (strain VF5),O67005,191483,191706,222,-,ChapFlgA; InterPro=IPR017585; IPR039246; IPR013974
Aquifex aeolicus (strain VF5),O67006,191683,191946,261,-,Flg_bb_rod; Flg_bbr_C; LlgE_F_G_D1; InterPro=IPR001444; IPR010930; IPR053967; IPR037925; IPR012834; IPR012836; IPR020013
Aquifex aeolicus (strain VF5),O67007,191960,192435,473,+,Pyr_redox_2; InterPro=IPR036188; IPR023753; IPR050260
Aquifex aeolicus (strain VF5),O67008,192421,192653,231,-,none
Aquifex aeolicus (strain VF5),O67009,192680,193236,554,+,ILVD_EDD; InterPro=IPR042096; IPR004404; IPR000581; IPR037237
Aquifex aeolicus (strain VF5),O67010,193235,193627,391,-,TRM; InterPro=IPR042296; IPR029063; IPR022923; IPR002905
Aquifex aeolicus (strain VF5),O67011,193634,193767,132,+,TsaE; InterPro=IPR027417; IPR003442
Aquifex aeolicus (strain VF5),O67012,193768,194464,695,-,TGS; RelA_SpoT; ACT_4; HD_4; RelA_AH_RIS; InterPro=IPR012675; IPR043519; IPR004095; IPR007685; IPR002912; IPR045600; IPR006674; IPR003607; IPR045865; IPR012676; IPR004811; IPR033655
Aquifex aeolicus (strain VF5),O67013,194477,194819,340,+,MreB_Mbl; InterPro=IPR004753; IPR043129
Aquifex aeolicus (strain VF5),O67014,194818,195082,263,+,MreC; InterPro=IPR042177; IPR042175; IPR007221
Aquifex aeolicus (strain VF5),O67015,195170,195281,109,+,QueC; InterPro=IPR014729; IPR018317
Aquifex aeolicus (strain VF5),O67016,195360,195793,431,-,UPF0004; Radical_SAM; TRAM_2; InterPro=IPR012340; IPR038135; IPR023404; IPR005840; IPR013848; IPR007197; IPR002792; IPR005839; IPR006638
Aquifex aeolicus (strain VF5),O67017,195797,195935,137,-,none
Aquifex aeolicus (strain VF5),O67018,195932,196252,318,-,CorA; InterPro=IPR002523; IPR050829; IPR045861; IPR045863; IPR004488
Aquifex aeolicus (strain VF5),O67019,196248,196568,319,-,PdxA; InterPro=IPR005255
Aquifex aeolicus (strain VF5),O67020,196566,196681,113,-,PTPS; InterPro=IPR038418; IPR007115
Aquifex aeolicus (strain VF5),O67021,196684,197230,544,-,TPR_15; TPR_19; InterPro=IPR011990; IPR051012
Aquifex aeolicus (strain VF5),O67022,197229,197527,296,-,Usp; InterPro=IPR014729; IPR006016; IPR006015
Aquifex aeolicus (strain VF5),O67023,197532,197749,215,+,Formyl_trans_N; InterPro=IPR004607; IPR002376; IPR036477
Aquifex aeolicus (strain VF5),O67024,197842,198065,221,-,AhpC-TSA; 1-cysPrx_C; InterPro=IPR022915; IPR000866; IPR019479; IPR024706; IPR013766; IPR050217; IPR036249; IPR045020
Aquifex aeolicus (strain VF5),O67025,198205,198315,108,-,P; II; InterPro=IPR015867; IPR002187; IPR011322
Aquifex aeolicus (strain VF5),O67026,198313,199320,1006,-,DabA; InterPro=IPR018752
