Genome,ID,Start,Stop,Size (nt),Strand,Function
Cupriavidus pinatubonensis (strain JMP 134 / LMG 1197),Q46YI7,889851,889969,116,-,Transthyretin; InterPro=IPR036817; IPR023416; IPR000895; IPR014306
Cupriavidus pinatubonensis (strain JMP 134 / LMG 1197),Q46YI6,890082,890334,251,+,GntR; FCD; InterPro=IPR036388; IPR008920; IPR000524; IPR011711; IPR036390
Cupriavidus pinatubonensis (strain JMP 134 / LMG 1197),Q46YI5,890369,890852,481,+,Xan_ur_permease; InterPro=IPR006043; IPR006042; IPR017588
Cupriavidus pinatubonensis (strain JMP 134 / LMG 1197),Q46YI4,890873,891190,315,+,Polysacc_deac_1; InterPro=IPR002509; IPR011330; IPR017625
Cupriavidus pinatubonensis (strain JMP 134 / LMG 1197),Q475B7,227017,227284,265,-,SBP_bac_11; InterPro=IPR005950; IPR050682
Cupriavidus pinatubonensis (strain JMP 134 / LMG 1197),Q475B6,227357,227422,63,-,DUF1059; InterPro=IPR009409
Cupriavidus pinatubonensis (strain JMP 134 / LMG 1197),Q475B5,227443,227757,312,-,2-Hacid_dh; 2-Hacid_dh_C; InterPro=IPR006139; IPR006140; IPR050223; IPR036291
Cupriavidus pinatubonensis (strain JMP 134 / LMG 1197),Q475B4,227810,227994,182,+,Nuc_deoxyrib_tr; InterPro=IPR007710; IPR051239
Cupriavidus pinatubonensis (strain JMP 134 / LMG 1197),Q475I3,228133,228552,418,-,Transposase_mut; InterPro=IPR001207
Cupriavidus pinatubonensis (strain JMP 134 / LMG 1197),Q475B2,228712,229269,556,-,ILVD_EDD; InterPro=IPR042096; IPR004404; IPR000581; IPR050165; IPR037237
Cupriavidus pinatubonensis (strain JMP 134 / LMG 1197),Q475B1,229312,229631,317,+,HTH_1; LysR_substrate; InterPro=IPR036388; IPR000847; IPR005119; IPR036390
Cupriavidus pinatubonensis (strain JMP 134 / LMG 1197),Q475B0,229637,229914,275,+,LGT; InterPro=IPR001640
Cupriavidus pinatubonensis (strain JMP 134 / LMG 1197),Q475A9,229920,230268,346,-,Peptidase_M48; InterPro=IPR001915; IPR051156
Cupriavidus pinatubonensis (strain JMP 134 / LMG 1197),Q475A8,230285,230651,365,-,DUF898; InterPro=IPR010295
Cupriavidus pinatubonensis (strain JMP 134 / LMG 1197),Q475A7,230902,231147,243,+,GntR; FCD; InterPro=IPR036388; IPR008920; IPR000524; IPR011711; IPR036390
Cytophaga hutchinsonii (strain ATCC 33406 / DSM 1761 / CIP 103989 / NBRC15051 / NCIMB 9469 / D465),A0A6N4SWX2,1440635,1440974,337,-,VWA_2; InterPro=IPR036465; IPR002035
Cytophaga hutchinsonii (strain ATCC 33406 / DSM 1761 / CIP 103989 / NBRC15051 / NCIMB 9469 / D465),A0A6N4SWN5,1441160,1441546,385,+,HMGL-like; HCS_D2; InterPro=IPR013785; IPR000891; IPR054691; IPR050073
Cytophaga hutchinsonii (strain ATCC 33406 / DSM 1761 / CIP 103989 / NBRC15051 / NCIMB 9469 / D465),Q11NN8,1441564,1442031,465,+,Aconitase; InterPro=IPR015931; IPR004430; IPR001030; IPR050067; IPR036008; IPR033941
Cytophaga hutchinsonii (strain ATCC 33406 / DSM 1761 / CIP 103989 / NBRC15051 / NCIMB 9469 / D465),Q11NN7,1442051,1442252,200,+,Aconitase_C; InterPro=IPR015928; IPR004431; IPR000573; IPR050075; IPR033940
Cytophaga hutchinsonii (strain ATCC 33406 / DSM 1761 / CIP 103989 / NBRC15051 / NCIMB 9469 / D465),A0A6N4SX23,1442306,1442666,359,+,Iso_dh; InterPro=IPR004429; IPR024084
Cytophaga hutchinsonii (strain ATCC 33406 / DSM 1761 / CIP 103989 / NBRC15051 / NCIMB 9469 / D465),Q11NN5,1442669,1443232,561,+,ILVD_EDD; InterPro=IPR042096; IPR004404; IPR000581; IPR050165; IPR037237
Cytophaga hutchinsonii (strain ATCC 33406 / DSM 1761 / CIP 103989 / NBRC15051 / NCIMB 9469 / D465),A0A6N4SX78,1443238,1443812,572,+,TPP_enzyme_M; TPP_enzyme_C; TPP_enzyme_N; InterPro=IPR012000; IPR011766; IPR012001; IPR045229; IPR029035; IPR029061; IPR012846; IPR039368
Cytophaga hutchinsonii (strain ATCC 33406 / DSM 1761 / CIP 103989 / NBRC15051 / NCIMB 9469 / D465),A0A6N4SWQ0,1443940,1444041,100,+,none
Cytophaga hutchinsonii (strain ATCC 33406 / DSM 1761 / CIP 103989 / NBRC15051 / NCIMB 9469 / D465),A0A6N4SXN1,1444063,1444258,194,+,none
Cytophaga hutchinsonii (strain ATCC 33406 / DSM 1761 / CIP 103989 / NBRC15051 / NCIMB 9469 / D465),A0A6N4SXE7,1444339,1444718,378,+,DUF748; InterPro=IPR008023
Cytophaga hutchinsonii (strain ATCC 33406 / DSM 1761 / CIP 103989 / NBRC15051 / NCIMB 9469 / D465),A0A6N4SWH4,1444776,1445535,757,+,none; InterPro=IPR029016
Dechloromonas aromatica (strain RCB),Q47JC5,113609,113722,111,+,P; II; InterPro=IPR015867; IPR002187; IPR011322
Dechloromonas aromatica (strain RCB),Q47JC4,113761,114068,305,+,GAF; PAS_9; InterPro=IPR029016; IPR003018; IPR000014; IPR035965
Dechloromonas aromatica (strain RCB),Q47JC3,114067,114318,249,-,none
Dechloromonas aromatica (strain RCB),Q47JC2,114320,114479,157,-,Glyoxalase_4; InterPro=IPR029068; IPR037523; IPR051785
Dechloromonas aromatica (strain RCB),Q47JC1,114493,114756,262,-,LGT; InterPro=IPR001640
Dechloromonas aromatica (strain RCB),Q47JC0,114785,115404,617,+,ILVD_EDD; InterPro=IPR042096; IPR004404; IPR000581; IPR037237
Dechloromonas aromatica (strain RCB),Q47JB9,115403,115609,204,+,LysE; InterPro=IPR001123
Dechloromonas aromatica (strain RCB),Q47JB8,115659,115761,100,+,Cytochrom_C; InterPro=IPR036909; IPR009056; IPR002324
Dechloromonas aromatica (strain RCB),Q47JA5,115913,116310,395,+,GTP_EFTU; GTP_EFTU_D3; GTP_EFTU_D2; InterPro=IPR027417; IPR004541; IPR000795; IPR004160; IPR004161; IPR050055; IPR009000; IPR009001; IPR005225; IPR041709; IPR033720
Dechloromonas aromatica (strain RCB),Q47JB6,116364,116482,116,+,SecE; InterPro=IPR038379; IPR001901; IPR005807
Dechloromonas aromatica (strain RCB),Q47JB5,116481,116658,176,+,KOW; NusG; InterPro=IPR014722; IPR036735; IPR001062; IPR005824; IPR006645; IPR043425; IPR008991; IPR047050
Dehalococcoides mccartyi (strain ATCC BAA-2266 / KCTC 15142 / 195),Q3Z893,252442,252576,132,-,MgtC; InterPro=IPR049177; IPR003416
Dehalococcoides mccartyi (strain ATCC BAA-2266 / KCTC 15142 / 195),Q3Z892,252581,253087,504,-,HMGL-like; LeuA_dimer; HCS_D2; InterPro=IPR013785; IPR036230; IPR005671; IPR000891; IPR013709; IPR054691; IPR050073
Dehalococcoides mccartyi (strain ATCC BAA-2266 / KCTC 15142 / 195),Q3Z891,253146,253478,331,-,IlvC; IlvN; InterPro=IPR013023; IPR000506; IPR013116; IPR014359; IPR008927; IPR036291
Dehalococcoides mccartyi (strain ATCC BAA-2266 / KCTC 15142 / 195),Q3Z890,253485,253663,177,-,ALS_ss_C; AHAS-like_ACT; InterPro=IPR027271; IPR019455; IPR054480; IPR002912; IPR004789; IPR045865; IPR039557
Dehalococcoides mccartyi (strain ATCC BAA-2266 / KCTC 15142 / 195),Q3Z889,253655,254225,568,-,TPP_enzyme_M; TPP_enzyme_C; TPP_enzyme_N; InterPro=IPR012000; IPR011766; IPR012001; IPR045229; IPR029035; IPR029061; IPR012846; IPR039368
Dehalococcoides mccartyi (strain ATCC BAA-2266 / KCTC 15142 / 195),Q3Z888,254232,254788,554,-,ILVD_EDD; InterPro=IPR042096; IPR004404; IPR000581; IPR037237
Dehalococcoides mccartyi (strain ATCC BAA-2266 / KCTC 15142 / 195),Q3Z887,254822,255036,212,-,Sua5_yciO_yrdC; InterPro=IPR006070; IPR050156; IPR017945
Dehalococcoides mccartyi (strain ATCC BAA-2266 / KCTC 15142 / 195),Q3Z886,255113,255647,532,+,GATase; GMP_synt_C; NAD_synthase; InterPro=IPR014729; IPR029062; IPR022955; IPR017926; IPR001674; IPR022310; IPR025777; IPR004739
Dehalococcoides mccartyi (strain ATCC BAA-2266 / KCTC 15142 / 195),Q3Z885,255649,255753,102,+,none
Dehalococcoides mccartyi (strain ATCC BAA-2266 / KCTC 15142 / 195),Q3Z884,255759,256185,424,+,GARS_A; GARS_C; GARS_N; InterPro=IPR013815; IPR037123; IPR000115; IPR020561; IPR020560; IPR020562; IPR011761; IPR011054; IPR016185
Dehalococcoides mccartyi (strain ATCC BAA-2266 / KCTC 15142 / 195),Q3Z883,256182,256337,153,+,AIRC; InterPro=IPR033747; IPR000031; IPR024694
Deinococcus geothermalis (strain DSM 11300 / CIP 105573 / AG-3a),Q1IZ03,438065,438159,92,+,YlxR; InterPro=IPR035931; IPR007393; IPR037465
Deinococcus geothermalis (strain DSM 11300 / CIP 105573 / AG-3a),Q1IZ02,438182,438784,600,+,GTP_EFTU; IF2_N; IF-2; EF-G_D2; InterPro=IPR036925; IPR027417; IPR000178; IPR000795; IPR006847; IPR023115; IPR053905; IPR015760; IPR009000; IPR005225; IPR044145
Deinococcus geothermalis (strain DSM 11300 / CIP 105573 / AG-3a),Q1IZ01,438809,439060,249,-,none
Deinococcus geothermalis (strain DSM 11300 / CIP 105573 / AG-3a),Q1IZ00,439164,439285,119,+,none
Deinococcus geothermalis (strain DSM 11300 / CIP 105573 / AG-3a),Q1IYZ9,439337,440099,761,+,SecD_SecF; Sec_GG; SecD_1st; SecDF_P1_head; InterPro=IPR005791; IPR005665; IPR048634; IPR048631; IPR054384; IPR022645; IPR000731; IPR022813
Deinococcus geothermalis (strain DSM 11300 / CIP 105573 / AG-3a),Q1IYZ8,440143,440708,563,+,ILVD_EDD; InterPro=IPR042096; IPR004404; IPR000581; IPR050165; IPR037237
Deinococcus geothermalis (strain DSM 11300 / CIP 105573 / AG-3a),Q1IYZ7,440764,440991,226,+,DsbD; InterPro=IPR003834; IPR051790
Deinococcus geothermalis (strain DSM 11300 / CIP 105573 / AG-3a),Q1IYZ6,440986,441224,236,+,ABC_tran; InterPro=IPR027417; IPR003439; IPR051782; IPR003593
Deinococcus geothermalis (strain DSM 11300 / CIP 105573 / AG-3a),Q1IYZ5,441221,441474,252,+,CcmB; InterPro=IPR003544
Deinococcus geothermalis (strain DSM 11300 / CIP 105573 / AG-3a),Q1IYZ4,441484,441722,236,-,none
Deinococcus geothermalis (strain DSM 11300 / CIP 105573 / AG-3a),Q1IYZ3,441788,442025,235,+,Cytochrom_C_asm; InterPro=IPR002541; IPR003557; IPR045062
Deinococcus proteolyticus (strain ATCC 35074 / DSM 20540 / JCM 6276 / NBRC101906 / NCIMB 13154 / VKM Ac-1939 / CCM 2703 / MRP),F0RJQ2,126824,127117,291,-,Rhodanese; InterPro=IPR036873; IPR001763; IPR045078
Deinococcus proteolyticus (strain ATCC 35074 / DSM 20540 / JCM 6276 / NBRC101906 / NCIMB 13154 / VKM Ac-1939 / CCM 2703 / MRP),F0RJQ3,127124,127282,156,+,none
Deinococcus proteolyticus (strain ATCC 35074 / DSM 20540 / JCM 6276 / NBRC101906 / NCIMB 13154 / VKM Ac-1939 / CCM 2703 / MRP),F0RJQ4,127290,127667,375,-,Peptidase_M50; PDZ_6; InterPro=IPR036034; IPR008915; IPR041489; IPR001478; IPR004387
Deinococcus proteolyticus (strain ATCC 35074 / DSM 20540 / JCM 6276 / NBRC101906 / NCIMB 13154 / VKM Ac-1939 / CCM 2703 / MRP),F0RJQ5,127666,128056,388,-,DXP_reductoisom; DXP_redisom_C; DXPR_C; InterPro=IPR003821; IPR013512; IPR013644; IPR026877; IPR036291; IPR036169
Deinococcus proteolyticus (strain ATCC 35074 / DSM 20540 / JCM 6276 / NBRC101906 / NCIMB 13154 / VKM Ac-1939 / CCM 2703 / MRP),F0RJQ6,128059,128361,301,+,Adenyl_transf; InterPro=IPR043519; IPR007530
Deinococcus proteolyticus (strain ATCC 35074 / DSM 20540 / JCM 6276 / NBRC101906 / NCIMB 13154 / VKM Ac-1939 / CCM 2703 / MRP),F0RJQ7,128483,129077,593,-,ILVD_EDD; InterPro=IPR042096; IPR004404; IPR000581; IPR050165; IPR037237
Deinococcus proteolyticus (strain ATCC 35074 / DSM 20540 / JCM 6276 / NBRC101906 / NCIMB 13154 / VKM Ac-1939 / CCM 2703 / MRP),F0RJQ8,129152,129775,621,+,TPP_enzyme_M; TPP_enzyme_C; TPP_enzyme_N; InterPro=IPR012000; IPR011766; IPR012001; IPR045229; IPR029035; IPR029061; IPR012846; IPR039368
Deinococcus proteolyticus (strain ATCC 35074 / DSM 20540 / JCM 6276 / NBRC101906 / NCIMB 13154 / VKM Ac-1939 / CCM 2703 / MRP),F0RJQ9,129774,129975,199,+,ALS_ss_C; AHAS-like_ACT; InterPro=IPR027271; IPR019455; IPR054480; IPR002912; IPR004789; IPR045865; IPR039557
Deinococcus proteolyticus (strain ATCC 35074 / DSM 20540 / JCM 6276 / NBRC101906 / NCIMB 13154 / VKM Ac-1939 / CCM 2703 / MRP),F0RJR0,130001,130338,335,+,IlvC; IlvN; InterPro=IPR013023; IPR000506; IPR013116; IPR014359; IPR008927; IPR036291
Deinococcus proteolyticus (strain ATCC 35074 / DSM 20540 / JCM 6276 / NBRC101906 / NCIMB 13154 / VKM Ac-1939 / CCM 2703 / MRP),F0RJR1,130365,130890,523,+,PALP; Thr_dehydrat_C; InterPro=IPR038110; IPR036052; IPR001926; IPR001721; IPR050147; IPR045865; IPR005787
Deinococcus proteolyticus (strain ATCC 35074 / DSM 20540 / JCM 6276 / NBRC101906 / NCIMB 13154 / VKM Ac-1939 / CCM 2703 / MRP),F0RJR2,130908,131186,276,-,CTP_transf_1; InterPro=IPR000374
Deinococcus radiodurans (strain ATCC 13939 / DSM 20539 / JCM 16871 / CCUG27074 / LMG 4051 / NBRC 15346 / NCIMB 9279 / VKM B-1422 / R1),Q9RVA2,378880,379296,415,-,TelA; InterPro=IPR008863
Deinococcus radiodurans (strain ATCC 13939 / DSM 20539 / JCM 16871 / CCUG27074 / LMG 4051 / NBRC 15346 / NCIMB 9279 / VKM B-1422 / R1),Q9RVA1,379306,379541,233,-,none
Deinococcus radiodurans (strain ATCC 13939 / DSM 20539 / JCM 16871 / CCUG27074 / LMG 4051 / NBRC 15346 / NCIMB 9279 / VKM B-1422 / R1),Q9RVA0,379544,379747,202,-,none
Deinococcus radiodurans (strain ATCC 13939 / DSM 20539 / JCM 16871 / CCUG27074 / LMG 4051 / NBRC 15346 / NCIMB 9279 / VKM B-1422 / R1),Q9RV99,379754,380217,461,-,Amino_oxidase; InterPro=IPR036188; IPR002937; IPR050464; IPR004572
Deinococcus radiodurans (strain ATCC 13939 / DSM 20539 / JCM 16871 / CCUG27074 / LMG 4051 / NBRC 15346 / NCIMB 9279 / VKM B-1422 / R1),Q9RV98,380208,380524,315,-,Ferrochelatase; InterPro=IPR001015; IPR033644; IPR033659
Deinococcus radiodurans (strain ATCC 13939 / DSM 20539 / JCM 16871 / CCUG27074 / LMG 4051 / NBRC 15346 / NCIMB 9279 / VKM B-1422 / R1),Q9RV97,380559,381167,606,-,ILVD_EDD; InterPro=IPR042096; IPR004404; IPR000581; IPR037237
Deinococcus radiodurans (strain ATCC 13939 / DSM 20539 / JCM 16871 / CCUG27074 / LMG 4051 / NBRC 15346 / NCIMB 9279 / VKM B-1422 / R1),Q9RV96,381192,381584,391,-,URO; D; InterPro=IPR038071; IPR006361; IPR000257
Deinococcus radiodurans (strain ATCC 13939 / DSM 20539 / JCM 16871 / CCUG27074 / LMG 4051 / NBRC 15346 / NCIMB 9279 / VKM B-1422 / R1),Q9RV95,381607,381674,65,-,none
Deinococcus radiodurans (strain ATCC 13939 / DSM 20539 / JCM 16871 / CCUG27074 / LMG 4051 / NBRC 15346 / NCIMB 9279 / VKM B-1422 / R1),Q9RV94,381745,381964,217,+,none
Deinococcus radiodurans (strain ATCC 13939 / DSM 20539 / JCM 16871 / CCUG27074 / LMG 4051 / NBRC 15346 / NCIMB 9279 / VKM B-1422 / R1),Q9RV93,381972,382105,132,-,none
Deinococcus radiodurans (strain ATCC 13939 / DSM 20539 / JCM 16871 / CCUG27074 / LMG 4051 / NBRC 15346 / NCIMB 9279 / VKM B-1422 / R1),Q9RV92,382130,382460,328,-,Acetyltransf_1; InterPro=IPR000182; IPR050832; IPR016181
Desulfarculus baarsii (strain ATCC 33931 / DSM 2075 / LMG 7858 / VKM B-1802/ 2st14),E1QDS0,124639,124921,280,+,Cytochrom_C_asm; InterPro=IPR002541; IPR045062
Desulfarculus baarsii (strain ATCC 33931 / DSM 2075 / LMG 7858 / VKM B-1802/ 2st14),E1QDS1,124920,125345,424,+,GlutR_dimer; Shikimate_DH; GlutR_N; InterPro=IPR036343; IPR000343; IPR015896; IPR006151; IPR015895; IPR036291; IPR036453
Desulfarculus baarsii (strain ATCC 33931 / DSM 2075 / LMG 7858 / VKM B-1802/ 2st14),E1QDS2,125350,125426,75,-,ATPase_gene1; InterPro=IPR032820
Desulfarculus baarsii (strain ATCC 33931 / DSM 2075 / LMG 7858 / VKM B-1802/ 2st14),E1QDS3,125499,125569,69,+,Dodecin; InterPro=IPR025543; IPR009923; IPR036694
Desulfarculus baarsii (strain ATCC 33931 / DSM 2075 / LMG 7858 / VKM B-1802/ 2st14),E1QDS4,125591,125872,279,+,PrmA; InterPro=IPR029063; IPR050078
Desulfarculus baarsii (strain ATCC 33931 / DSM 2075 / LMG 7858 / VKM B-1802/ 2st14),E1QDS5,126005,126567,560,+,ILVD_EDD; InterPro=IPR042096; IPR004404; IPR000581; IPR037237
Desulfarculus baarsii (strain ATCC 33931 / DSM 2075 / LMG 7858 / VKM B-1802/ 2st14),E1QDS6,126567,127150,581,+,TPP_enzyme_M; TPP_enzyme_C; TPP_enzyme_N; InterPro=IPR012000; IPR011766; IPR012001; IPR045229; IPR029035; IPR029061; IPR012846; IPR039368
Desulfarculus baarsii (strain ATCC 33931 / DSM 2075 / LMG 7858 / VKM B-1802/ 2st14),E1QDS7,127149,127342,191,+,ALS_ss_C; AHAS-like_ACT; InterPro=IPR027271; IPR019455; IPR054480; IPR002912; IPR004789; IPR045865; IPR039557
Desulfarculus baarsii (strain ATCC 33931 / DSM 2075 / LMG 7858 / VKM B-1802/ 2st14),E1QDS8,127345,127675,328,+,IlvC; IlvN; InterPro=IPR013023; IPR000506; IPR013116; IPR014359; IPR008927; IPR036291
Desulfarculus baarsii (strain ATCC 33931 / DSM 2075 / LMG 7858 / VKM B-1802/ 2st14),E1QDS9,127735,128199,463,+,Aconitase; InterPro=IPR015931; IPR004430; IPR001030; IPR050067; IPR036008; IPR033941
Desulfarculus baarsii (strain ATCC 33931 / DSM 2075 / LMG 7858 / VKM B-1802/ 2st14),E1QDT0,128219,128311,90,+,4HBT; InterPro=IPR006683; IPR029069
Desulfatibacillum aliphaticivorans,B8FHH2,256815,257271,454,+,NusB; Methyltr_RsmB-F; RsmF-B_ferredox; InterPro=IPR035926; IPR029063; IPR006027; IPR049560; IPR054728; IPR023267; IPR001678; IPR004573
Desulfatibacillum aliphaticivorans,B8FHH3,257270,257597,325,+,PASTA; InterPro=IPR005543
Desulfatibacillum aliphaticivorans,B8FHH4,257596,257815,218,+,Ribul_P_3_epim; InterPro=IPR013785; IPR026019; IPR000056; IPR011060
Desulfatibacillum aliphaticivorans,B8FHH5,257963,258115,150,+,DHquinase_II; InterPro=IPR036441; IPR001874
Desulfatibacillum aliphaticivorans,B8FHH6,258153,258345,190,+,none
Desulfatibacillum aliphaticivorans,B8FHH7,258452,259009,555,+,ILVD_EDD; InterPro=IPR042096; IPR004404; IPR000581; IPR037237
Desulfatibacillum aliphaticivorans,B8FHH8,259021,259583,561,+,TPP_enzyme_M; TPP_enzyme_C; TPP_enzyme_N; InterPro=IPR012000; IPR011766; IPR012001; IPR045229; IPR029035; IPR029061; IPR012846; IPR039368
Desulfatibacillum aliphaticivorans,B8FHH9,259596,259762,164,+,ALS_ss_C; AHAS-like_ACT; InterPro=IPR027271; IPR019455; IPR054480; IPR002912; IPR004789; IPR045865; IPR039557
Desulfatibacillum aliphaticivorans,B8FHI0,259793,259877,83,+,none
Desulfatibacillum aliphaticivorans,B8FHI1,259958,260309,349,+,IlvC; IlvN; InterPro=IPR013328; IPR000506; IPR013116; IPR013023; IPR008927; IPR036291
Desulfatibacillum aliphaticivorans,B8FHI2,260317,260855,536,+,HMGL-like; LeuA_dimer; HCS_D2; InterPro=IPR013785; IPR036230; IPR000891; IPR013709; IPR054691; IPR005675
Desulfitobacterium hafniense (strain DSM 10664 / DCB-2),B8FU90,891180,891406,224,+,HAD_2; InterPro=IPR023198; IPR023214; IPR041492; IPR052550; IPR036412; IPR006439; IPR011951
Desulfitobacterium hafniense (strain DSM 10664 / DCB-2),B8FU91,891449,891686,235,+,adh_short_C2; InterPro=IPR002347; IPR050259; IPR036291
Desulfitobacterium hafniense (strain DSM 10664 / DCB-2),B8FU92,891735,892032,296,-,GHMP_kinases_N; GHMP_kinases_C; InterPro=IPR014721; IPR036554; IPR000870; IPR006204; IPR013750; IPR020568
Desulfitobacterium hafniense (strain DSM 10664 / DCB-2),B8FU93,892046,892477,430,-,Homoserine_dh; NAD_binding_3; InterPro=IPR001342; IPR005106; IPR016204; IPR002912; IPR036291; IPR045865
Desulfitobacterium hafniense (strain DSM 10664 / DCB-2),B8FU94,892634,892928,292,+,Aminotran_4; InterPro=IPR043132; IPR043131; IPR001544; IPR050571; IPR036038; IPR005785
Desulfitobacterium hafniense (strain DSM 10664 / DCB-2),B8FU95,892966,893529,562,+,ILVD_EDD; InterPro=IPR042096; IPR004404; IPR000581; IPR037237
Desulfitobacterium hafniense (strain DSM 10664 / DCB-2),B8FU96,893532,894093,560,+,TPP_enzyme_M; TPP_enzyme_C; TPP_enzyme_N; InterPro=IPR012000; IPR011766; IPR012001; IPR045229; IPR029035; IPR029061; IPR012846; IPR039368
Desulfitobacterium hafniense (strain DSM 10664 / DCB-2),B8FU97,894095,894255,158,+,ALS_ss_C; AHAS-like_ACT; InterPro=IPR027271; IPR019455; IPR054480; IPR002912; IPR004789; IPR045865; IPR039557
Desulfitobacterium hafniense (strain DSM 10664 / DCB-2),B8FU98,894332,894666,332,+,IlvC; IlvN; InterPro=IPR013023; IPR000506; IPR013116; IPR014359; IPR008927; IPR036291
Desulfitobacterium hafniense (strain DSM 10664 / DCB-2),B8FU99,894741,895166,423,+,Aconitase; InterPro=IPR015931; IPR011826; IPR001030; IPR050067; IPR036008; IPR006251; IPR011823; IPR033941
Desulfitobacterium hafniense (strain DSM 10664 / DCB-2),B8FUA0,895166,895329,161,+,Aconitase_C; InterPro=IPR015928; IPR011827; IPR000573; IPR050075; IPR011824; IPR033940
Desulforudis audaxviator (strain MP104C),B1I245,190636,191101,464,+,TRAM; tRNA_U5-meth_tr; InterPro=IPR012340; IPR029063; IPR002792; IPR010280
Desulforudis audaxviator (strain MP104C),B1I246,191196,191320,122,+,DsrE; InterPro=IPR027396; IPR003787
Desulforudis audaxviator (strain MP104C),B1I247,191359,191622,261,+,TatD_DNase; InterPro=IPR001130; IPR012022; IPR032466
Desulforudis audaxviator (strain MP104C),B1I248,191776,192637,859,+,PAS; GGDEF; GAF_2; HD_5; InterPro=IPR029016; IPR043128; IPR013767; IPR000160; IPR003018; IPR000014; IPR000700; IPR006674; IPR037522; IPR003607; IPR029787; IPR035965; IPR006675
Desulforudis audaxviator (strain MP104C),B1I249,192651,192800,147,+,HsdM_N; InterPro=IPR038333; IPR022749; IPR029063
Desulforudis audaxviator (strain MP104C),B1I250,192775,193344,568,+,ILVD_EDD; InterPro=IPR042096; IPR004404; IPR000581; IPR037237
Desulforudis audaxviator (strain MP104C),B1I251,193370,193637,265,+,AIRC; InterPro=IPR039476; IPR000031
Desulforudis audaxviator (strain MP104C),B1I234,193702,193775,71,+,Glutaredoxin; InterPro=IPR002109; IPR036249
Desulforudis audaxviator (strain MP104C),B1I235,193845,194024,177,+,Rubrerythrin; RUBY_RBDX; InterPro=IPR012347; IPR052364; IPR003251; IPR048574; IPR024934; IPR009040; IPR009078
Desulforudis audaxviator (strain MP104C),B1I236,194059,194220,159,+,GyrI; like; InterPro=IPR011256; IPR029442; IPR010499
Desulforudis audaxviator (strain MP104C),B1I237,194266,194725,457,-,TrkH; InterPro=IPR003445; IPR004772
Desulfosudis oleivorans (strain DSM 6200 / JCM 39069 / Hxd3),A8ZTF2,820130,820608,477,-,NTP_transferase; MannoseP_isomer; ManC_GMP_beta-helix; InterPro=IPR014710; IPR029044; IPR005835; IPR001538; IPR054566; IPR051161; IPR011051; IPR006375; IPR049577
Desulfosudis oleivorans (strain DSM 6200 / JCM 39069 / Hxd3),A8ZTF3,820607,820891,282,-,Inositol_P; InterPro=IPR006240; IPR000760; IPR050725
Desulfosudis oleivorans (strain DSM 6200 / JCM 39069 / Hxd3),A8ZTQ4,820999,821303,302,-,THF_DHG_CYH; THF_DHG_CYH_C; InterPro=IPR000672; IPR020630; IPR020631; IPR036291; IPR046346
Desulfosudis oleivorans (strain DSM 6200 / JCM 39069 / Hxd3),A8ZTQ5,821333,821684,349,-,Semialdhyde_dh; Semialdhyde_dhC_1; InterPro=IPR000706; IPR000534; IPR050085; IPR036291
Desulfosudis oleivorans (strain DSM 6200 / JCM 39069 / Hxd3),A8ZTQ6,821952,822348,394,+,UPF0020; THUMP; InterPro=IPR029063; IPR000241; IPR004114
Desulfosudis oleivorans (strain DSM 6200 / JCM 39069 / Hxd3),A8ZTQ7,822449,823007,556,+,ILVD_EDD; InterPro=IPR042096; IPR004404; IPR000581; IPR037237
Desulfosudis oleivorans (strain DSM 6200 / JCM 39069 / Hxd3),A8ZTQ8,823012,823577,563,+,TPP_enzyme_M; TPP_enzyme_C; TPP_enzyme_N; InterPro=IPR012000; IPR011766; IPR012001; IPR045229; IPR029035; IPR029061; IPR012846; IPR039368
Desulfosudis oleivorans (strain DSM 6200 / JCM 39069 / Hxd3),A8ZTQ9,823582,823749,165,+,ALS_ss_C; AHAS-like_ACT; InterPro=IPR027271; IPR019455; IPR054480; IPR002912; IPR004789; IPR045865; IPR039557
Desulfosudis oleivorans (strain DSM 6200 / JCM 39069 / Hxd3),A8ZTR0,823762,824115,351,+,IlvC; IlvN; InterPro=IPR013328; IPR000506; IPR013116; IPR013023; IPR008927; IPR036291
Desulfosudis oleivorans (strain DSM 6200 / JCM 39069 / Hxd3),A8ZTR1,824176,824719,541,+,HMGL-like; LeuA_dimer; HCS_D2; InterPro=IPR013785; IPR036230; IPR000891; IPR013709; IPR054691; IPR005675
Desulfosudis oleivorans (strain DSM 6200 / JCM 39069 / Hxd3),A8ZTR2,824722,825234,510,+,HMGL-like; LeuA_dimer; HCS_D2; InterPro=IPR013785; IPR036230; IPR005671; IPR000891; IPR013709; IPR054691; IPR050073
Dinoroseobacter shibae (strain DSM 16493 / NCIMB 14021 / DFL 12),A8LKN0,40747,40941,193,-,DJ; 1_PfpI; InterPro=IPR029062; IPR002818; IPR006286
Dinoroseobacter shibae (strain DSM 16493 / NCIMB 14021 / DFL 12),A8LKN1,40954,41627,671,-,Oxidored_FMN; Pyr_redox_2; InterPro=IPR013785; IPR036188; IPR001155; IPR023753; IPR051793
Dinoroseobacter shibae (strain DSM 16493 / NCIMB 14021 / DFL 12),A8LKN2,41662,41800,137,-,none
Dinoroseobacter shibae (strain DSM 16493 / NCIMB 14021 / DFL 12),A8LKN3,41799,42056,255,-,DUF6478; InterPro=IPR045514
