Genome,ID,Start,Stop,Size (nt),Strand,Function
Bacteroides thetaiotaomicron (strain ATCC 29148 / DSM 2079 / JCM 5827 /CCUG 10774 / NCTC 10582 / VPI-5482 / E50),Q8A611,866730,866977,246,-,Acyl-ACP_TE; Acyl-ACP_TE_C; InterPro=IPR002864; IPR049427; IPR045023; IPR029069
Bacteroides thetaiotaomicron (strain ATCC 29148 / DSM 2079 / JCM 5827 /CCUG 10774 / NCTC 10582 / VPI-5482 / E50),Q8A610,866977,867165,186,-,ALS_ss_C; AHAS-like_ACT; InterPro=IPR027271; IPR019455; IPR054480; IPR002912; IPR004789; IPR045865; IPR039557
Bacteroides thetaiotaomicron (strain ATCC 29148 / DSM 2079 / JCM 5827 /CCUG 10774 / NCTC 10582 / VPI-5482 / E50),Q8A609,867171,867737,564,-,TPP_enzyme_M; TPP_enzyme_C; TPP_enzyme_N; InterPro=IPR012000; IPR011766; IPR012001; IPR045229; IPR029035; IPR029061; IPR012846; IPR039368
Bacteroides thetaiotaomicron (strain ATCC 29148 / DSM 2079 / JCM 5827 /CCUG 10774 / NCTC 10582 / VPI-5482 / E50),Q8A608,867753,868354,599,-,ILVD_EDD; InterPro=IPR042096; IPR004404; IPR000581; IPR037237
Bacteroides thetaiotaomicron (strain ATCC 29148 / DSM 2079 / JCM 5827 /CCUG 10774 / NCTC 10582 / VPI-5482 / E50),Q8A607,868512,868704,190,+,FKBP_C; InterPro=IPR048261; IPR046357; IPR001179
Bacteroides thetaiotaomicron (strain ATCC 29148 / DSM 2079 / JCM 5827 /CCUG 10774 / NCTC 10582 / VPI-5482 / E50),Q8A606,868748,869177,428,-,SDH_alpha; InterPro=IPR021144; IPR005130
Bacteroides thetaiotaomicron (strain ATCC 29148 / DSM 2079 / JCM 5827 /CCUG 10774 / NCTC 10582 / VPI-5482 / E50),Q8A605,869222,869584,360,+,PCMD; InterPro=IPR038653; IPR025112
Bacteroides thetaiotaomicron (strain ATCC 29148 / DSM 2079 / JCM 5827 /CCUG 10774 / NCTC 10582 / VPI-5482 / E50),Q8A604,869614,869876,260,+,OMP_b; brl_2; InterPro=IPR025665
Bacteroides thetaiotaomicron (strain ATCC 29148 / DSM 2079 / JCM 5827 /CCUG 10774 / NCTC 10582 / VPI-5482 / E50),Q8A603,869881,870069,186,-,Calycin_like; InterPro=IPR024311
Bacteroides thetaiotaomicron (strain ATCC 29148 / DSM 2079 / JCM 5827 /CCUG 10774 / NCTC 10582 / VPI-5482 / E50),Q8A602,870122,870480,357,+,Chorismate_synt; InterPro=IPR035904; IPR000453
Bacteroides thetaiotaomicron (strain ATCC 29148 / DSM 2079 / JCM 5827 /CCUG 10774 / NCTC 10582 / VPI-5482 / E50),Q8A601,870514,870969,453,+,Peptidase_M20; M20_dimer; InterPro=IPR002933; IPR011650; IPR051458
Bacteroides thetaiotaomicron (strain ATCC 29148 / DSM 2079 / JCM 5827 /CCUG 10774 / NCTC 10582 / VPI-5482 / E50),Q8A600,871011,871364,351,-,CBAH; InterPro=IPR029132; IPR052193; IPR029055
Bacteroides thetaiotaomicron (strain ATCC 29148 / DSM 2079 / JCM 5827 /CCUG 10774 / NCTC 10582 / VPI-5482 / E50),Q8A5Z9,871444,871736,290,+,none
Bacteroides thetaiotaomicron (strain ATCC 29148 / DSM 2079 / JCM 5827 /CCUG 10774 / NCTC 10582 / VPI-5482 / E50),Q8A5Z8,871868,871939,69,-,none
Bartonella henselae (strain ATCC 49882 / DSM 28221 / CCUG 30454 / Houston1),A0A0H3M1V7,37481,37757,275,+,ABC_tran; InterPro=IPR027417; IPR003439; IPR050153; IPR003593
Bartonella henselae (strain ATCC 49882 / DSM 28221 / CCUG 30454 / Houston1),A0A0R4J8Z0,37757,38041,282,+,ABC; 3; InterPro=IPR037294; IPR001626
Bartonella henselae (strain ATCC 49882 / DSM 28221 / CCUG 30454 / Houston1),A0A0R4J7M1,38044,38345,300,+,ABC; 3; InterPro=IPR037294; IPR001626
Bartonella henselae (strain ATCC 49882 / DSM 28221 / CCUG 30454 / Houston1),A0A0H3LVT6,38478,38606,126,+,DUF454; InterPro=IPR007401
Bartonella henselae (strain ATCC 49882 / DSM 28221 / CCUG 30454 / Houston1),Q6G5H6,38963,39398,433,-,NAPRTase; NAPRTase_N; InterPro=IPR006406; IPR041525; IPR040727; IPR007229; IPR036068
Bartonella henselae (strain ATCC 49882 / DSM 28221 / CCUG 30454 / Houston1),A0A0H3LVC5,39441,42296,2853,-,Glyco_transf_36; Glycoamylase; Glyco_trans_2_3; Glyco_hydro_36; InterPro=IPR012341; IPR037018; IPR010383; IPR019282; IPR001173; IPR033432; IPR052047; IPR009342; IPR008928; IPR029044; IPR011013; IPR037820; IPR037824
Bartonella henselae (strain ATCC 49882 / DSM 28221 / CCUG 30454 / Houston1),A0A0R4J9H4,42361,42928,565,-,S1; InterPro=IPR012340; IPR003029; IPR000110; IPR035104; IPR050437
Bartonella henselae (strain ATCC 49882 / DSM 28221 / CCUG 30454 / Houston1),Q6G546,42972,43188,214,-,Cytidylate_kin; InterPro=IPR027417; IPR003136; IPR011994
Bartonella henselae (strain ATCC 49882 / DSM 28221 / CCUG 30454 / Houston1),Q6G545,43187,43629,441,-,EPSP_synthase; InterPro=IPR036968; IPR006264; IPR001986; IPR013792
Bartonella henselae (strain ATCC 49882 / DSM 28221 / CCUG 30454 / Houston1),A0A0R4J927,43692,43818,125,+,FYDLN_acid; InterPro=IPR012644
Bartonella henselae (strain ATCC 49882 / DSM 28221 / CCUG 30454 / Houston1),Q6G543,44170,44783,611,+,ILVD_EDD; InterPro=IPR042096; IPR004404; IPR000581; IPR037237
Bartonella henselae (strain ATCC 49882 / DSM 28221 / CCUG 30454 / Houston1),Q6G542,45542,46457,913,-,MutS_V; MutS_I; MutS_II; MutS_IV; MutS_III; InterPro=IPR036678; IPR016151; IPR027417; IPR005748; IPR000432; IPR007695; IPR007860; IPR007861; IPR007696; IPR017261; IPR045076; IPR036187
Bartonella henselae (strain ATCC 49882 / DSM 28221 / CCUG 30454 / Houston1),A0A0H3M4C6,46527,47293,764,+,malic; PTA_PTB; Malic_M; InterPro=IPR037062; IPR042112; IPR042113; IPR012301; IPR002505; IPR012302; IPR012188; IPR051674; IPR036291; IPR046346; IPR045213
Bartonella henselae (strain ATCC 49882 / DSM 28221 / CCUG 30454 / Houston1),Q6G540,47310,47468,157,-,SecB; InterPro=IPR035958; IPR003708
Bartonella henselae (strain ATCC 49882 / DSM 28221 / CCUG 30454 / Houston1),A0A0R4J865,47517,47686,167,-,FxsA; InterPro=IPR007313
Bartonella henselae (strain ATCC 49882 / DSM 28221 / CCUG 30454 / Houston1),A0A0H3LVC8,47747,47978,229,+,Tim44; InterPro=IPR007379; IPR016985; IPR051975; IPR032710
Bartonella henselae (strain ATCC 49882 / DSM 28221 / CCUG 30454 / Houston1),A0A0H3M1W8,47999,48205,205,+,Smr; InterPro=IPR036063; IPR002625
Bartonella henselae (strain ATCC 49882 / DSM 28221 / CCUG 30454 / Houston1),A0A0H3LX41,48847,49183,335,-,HSP33; InterPro=IPR023212; IPR016153; IPR016154; IPR000397
Bartonella henselae (strain ATCC 49882 / DSM 28221 / CCUG 30454 / Houston1),A0A0R4J8W0,49511,49912,400,-,Aminotran_3; InterPro=IPR015421; IPR015422; IPR004636; IPR005814; IPR050103; IPR015424
Bartonella henselae (strain ATCC 49882 / DSM 28221 / CCUG 30454 / Houston1),A0A0H3LVV9,50072,50250,176,+,GcrA; InterPro=IPR011681
Bartonella henselae (strain ATCC 49882 / DSM 28221 / CCUG 30454 / Houston1),A0A0H3LVD1,50537,50753,214,-,Redoxin; InterPro=IPR013740; IPR013766; IPR050553; IPR036249; IPR004799
Bartonella tribocorum (strain CIP 105476 / IBS 506),A9ILP1,39945,40234,287,-,ABC; 3; InterPro=IPR037294; IPR001626
Bartonella tribocorum (strain CIP 105476 / IBS 506),A9ILP4,40233,40509,275,-,ABC_tran; InterPro=IPR027417; IPR003439; IPR050153; IPR003593
Bartonella tribocorum (strain CIP 105476 / IBS 506),A9ILP7,40508,40811,301,-,ZnuA; InterPro=IPR006127; IPR006128; IPR006129; IPR050492
Bartonella tribocorum (strain CIP 105476 / IBS 506),A9ILQ0,41333,42138,803,-,tRNA_bind; FDX-ACB; B3_4; B5; tRNA_synthFbeta; InterPro=IPR012340; IPR036690; IPR045864; IPR020825; IPR004532; IPR002547; IPR005121; IPR005146; IPR005147; IPR041616; IPR045060; IPR009061; IPR033714
Bartonella tribocorum (strain CIP 105476 / IBS 506),A9ILQ3,42149,42509,359,-,tRNA-synt_2d; Phe_tRNA-synt_N; InterPro=IPR045864; IPR022911; IPR002319; IPR004188; IPR006195; IPR010978; IPR004529
Bartonella tribocorum (strain CIP 105476 / IBS 506),A9ILQ7,42541,42675,132,-,Ribosomal_L20; InterPro=IPR035566; IPR005813
Bartonella tribocorum (strain CIP 105476 / IBS 506),A9ILR1,42686,42754,66,-,Ribosomal_L35p; InterPro=IPR037229; IPR001706; IPR021137
Bartonella tribocorum (strain CIP 105476 / IBS 506),A9ILR4,42806,43060,252,-,HHH; HhH-GPD; EndIII_4Fe-2S; InterPro=IPR023170; IPR005759; IPR003265; IPR011257
Bartonella tribocorum (strain CIP 105476 / IBS 506),A9ILR8,43100,43244,142,+,HSP20; InterPro=IPR008978; IPR002068; IPR037913
Bartonella tribocorum (strain CIP 105476 / IBS 506),A9ILS2,43253,43337,82,+,DUF1150; InterPro=IPR009531
Bartonella tribocorum (strain CIP 105476 / IBS 506),A9ILS3,43739,44352,611,+,ILVD_EDD; InterPro=IPR042096; IPR004404; IPR000581; IPR037237
Bartonella tribocorum (strain CIP 105476 / IBS 506),A9ILS6,44373,44418,43,+,none
Bartonella tribocorum (strain CIP 105476 / IBS 506),A9ILT1,44779,45694,913,-,MutS_V; MutS_I; MutS_II; MutS_IV; MutS_III; InterPro=IPR036678; IPR016151; IPR027417; IPR005748; IPR000432; IPR007695; IPR007860; IPR007861; IPR007696; IPR017261; IPR045076; IPR036187
Bartonella tribocorum (strain CIP 105476 / IBS 506),A9ILT4,45760,46526,765,+,malic; PTA_PTB; Malic_M; InterPro=IPR037062; IPR042112; IPR042113; IPR012301; IPR002505; IPR012302; IPR012188; IPR051674; IPR036291; IPR046346; IPR045213
Bartonella tribocorum (strain CIP 105476 / IBS 506),A9ILT7,46547,46706,157,-,SecB; InterPro=IPR035958; IPR003708
Bartonella tribocorum (strain CIP 105476 / IBS 506),A9ILU1,46755,46920,163,-,FxsA; InterPro=IPR007313
Bartonella tribocorum (strain CIP 105476 / IBS 506),A9ILU4,46977,47208,229,+,Tim44; InterPro=IPR007379; IPR016985; IPR051975; IPR032710
Bartonella tribocorum (strain CIP 105476 / IBS 506),A9ILU7,47224,47420,195,+,Smr; InterPro=IPR036063; IPR002625
Bartonella tribocorum (strain CIP 105476 / IBS 506),A9ILU9,47739,47917,176,-,GcrA; InterPro=IPR011681
Bartonella tribocorum (strain CIP 105476 / IBS 506),A9ILV1,48078,48477,398,+,Aminotran_3; InterPro=IPR015421; IPR015422; IPR004636; IPR005814; IPR050103; IPR015424
Bartonella tribocorum (strain CIP 105476 / IBS 506),A9ILV4,48561,48700,137,+,OTCace; OTCace_N; InterPro=IPR036901; IPR006131; IPR006132; IPR002292
Beijerinckia indica subsp. indica (strain ATCC 9039 / DSM 1715 / NCIMB8712),B2IJG6,1027982,1028235,251,-,SMC_ScpB; InterPro=IPR036388; IPR005234; IPR036390
Beijerinckia indica subsp. indica (strain ATCC 9039 / DSM 1715 / NCIMB8712),B2IJG7,1028254,1028534,279,-,SMC_ScpA; InterPro=IPR003768
Beijerinckia indica subsp. indica (strain ATCC 9039 / DSM 1715 / NCIMB8712),B2IJG8,1028594,1029106,510,-,SPOR; InterPro=IPR036680; IPR007730
Beijerinckia indica subsp. indica (strain ATCC 9039 / DSM 1715 / NCIMB8712),B2IJG9,1029258,1029848,589,-,tRNA-synt_1d; Arg_tRNA_synt_N; DALR_1; InterPro=IPR036695; IPR014729; IPR001278; IPR035684; IPR005148; IPR008909; IPR009080
Beijerinckia indica subsp. indica (strain ATCC 9039 / DSM 1715 / NCIMB8712),B2IJH0,1029905,1030311,405,-,HD; HD_assoc; InterPro=IPR023023; IPR006674; IPR026875; IPR050135; IPR003607; IPR006261
Beijerinckia indica subsp. indica (strain ATCC 9039 / DSM 1715 / NCIMB8712),B2IJH1,1030375,1030494,117,+,Fe; S_biosyn; InterPro=IPR035903; IPR000361; IPR016092
Beijerinckia indica subsp. indica (strain ATCC 9039 / DSM 1715 / NCIMB8712),B2IJH2,1030632,1031238,605,+,none
Beijerinckia indica subsp. indica (strain ATCC 9039 / DSM 1715 / NCIMB8712),B2IJH3,1031276,1031354,76,+,none
Beijerinckia indica subsp. indica (strain ATCC 9039 / DSM 1715 / NCIMB8712),B2IJH4,1031455,1031534,77,-,none
Beijerinckia indica subsp. indica (strain ATCC 9039 / DSM 1715 / NCIMB8712),B2IJH5,1031611,1031709,97,-,DUF6525; InterPro=IPR045386
Beijerinckia indica subsp. indica (strain ATCC 9039 / DSM 1715 / NCIMB8712),B2IJH6,1031783,1032401,616,-,ILVD_EDD; InterPro=IPR042096; IPR004404; IPR000581; IPR037237
Beijerinckia indica subsp. indica (strain ATCC 9039 / DSM 1715 / NCIMB8712),B2IJH7,1032499,1032716,216,+,Methyltransf_11; InterPro=IPR029063; IPR013216
Beijerinckia indica subsp. indica (strain ATCC 9039 / DSM 1715 / NCIMB8712),B2IJH8,1032718,1032867,147,-,Host_attach; InterPro=IPR019291
Beijerinckia indica subsp. indica (strain ATCC 9039 / DSM 1715 / NCIMB8712),B2IJH9,1032910,1033342,430,-,EPSP_synthase; InterPro=IPR036968; IPR005750; IPR001986; IPR050068; IPR013792
Beijerinckia indica subsp. indica (strain ATCC 9039 / DSM 1715 / NCIMB8712),B2IJI0,1033623,1034114,489,-,none; InterPro=IPR011050
Beijerinckia indica subsp. indica (strain ATCC 9039 / DSM 1715 / NCIMB8712),B2IJI1,1034384,1034523,137,+,none
Beijerinckia indica subsp. indica (strain ATCC 9039 / DSM 1715 / NCIMB8712),B2IJI2,1034525,1034718,191,-,Mtd_N; InterPro=IPR041352
Beijerinckia indica subsp. indica (strain ATCC 9039 / DSM 1715 / NCIMB8712),B2IJD4,1034733,1035436,702,-,Phage; tail_3; InterPro=IPR032876
Beijerinckia indica subsp. indica (strain ATCC 9039 / DSM 1715 / NCIMB8712),B2IJD5,1035435,1035590,153,-,none; InterPro=IPR000064; IPR038765
Beijerinckia indica subsp. indica (strain ATCC 9039 / DSM 1715 / NCIMB8712),B2IJD6,1035593,1035882,287,-,Phage_BR0599; DUF2163; InterPro=IPR018964; IPR019228; IPR011928
Beijerinckia indica subsp. indica (strain ATCC 9039 / DSM 1715 / NCIMB8712),B2IJD7,1035881,1036083,201,-,DUF2460; InterPro=IPR011740
Bifidobacterium adolescentis (strain ATCC 15703 / DSM 20083 / NCTC 11814 /E194a),A1A0S7,221466,221537,70,-,none
Bifidobacterium adolescentis (strain ATCC 15703 / DSM 20083 / NCTC 11814 /E194a),A1A0S8,221586,221710,122,+,Ribosom_S12_S23; InterPro=IPR012340; IPR005679; IPR006032
Bifidobacterium adolescentis (strain ATCC 15703 / DSM 20083 / NCTC 11814 /E194a),A1A0S9,221712,221869,155,+,Ribosomal_S7; InterPro=IPR036823; IPR005717; IPR023798; IPR000235
Bifidobacterium adolescentis (strain ATCC 15703 / DSM 20083 / NCTC 11814 /E194a),A1A0T0,221879,222589,708,+,GTP_EFTU; EFG_C; GTP_EFTU_D2; EFG_IV; EFG_III; InterPro=IPR014721; IPR027417; IPR004540; IPR000795; IPR000640; IPR004161; IPR005517; IPR041095; IPR009000; IPR020568; IPR035647; IPR005225; IPR047872; IPR035649; IPR009022
Bifidobacterium adolescentis (strain ATCC 15703 / DSM 20083 / NCTC 11814 /E194a),A1A0T1,222645,223045,398,+,GTP_EFTU; GTP_EFTU_D3; GTP_EFTU_D2; InterPro=IPR027417; IPR004541; IPR000795; IPR004160; IPR004161; IPR050055; IPR009000; IPR009001; IPR005225; IPR041709; IPR033720
Bifidobacterium adolescentis (strain ATCC 15703 / DSM 20083 / NCTC 11814 /E194a),A1A0T2,223046,223422,374,-,none
Bifidobacterium adolescentis (strain ATCC 15703 / DSM 20083 / NCTC 11814 /E194a),A1A0T3,223486,223883,395,+,GATase; CPSase_sm_chain; InterPro=IPR029062; IPR036480; IPR006274; IPR017926; IPR002474; IPR050472; IPR035686
Bifidobacterium adolescentis (strain ATCC 15703 / DSM 20083 / NCTC 11814 /E194a),A1A0T4,223880,225007,1125,+,MGS; CPSase_L_D2; CPSase_L_D3; InterPro=IPR036897; IPR013815; IPR036914; IPR006275; IPR011607; IPR005479; IPR005480; IPR005483; IPR011761; IPR016185; IPR033937
Bifidobacterium adolescentis (strain ATCC 15703 / DSM 20083 / NCTC 11814 /E194a),A1A0T5,225007,225321,312,+,OMPdecase; InterPro=IPR013785; IPR001754; IPR011995; IPR011060
Bifidobacterium adolescentis (strain ATCC 15703 / DSM 20083 / NCTC 11814 /E194a),A1A0T6,225341,225537,194,+,Guanylate_kin; InterPro=IPR027417; IPR017665; IPR008145; IPR008144
Bifidobacterium adolescentis (strain ATCC 15703 / DSM 20083 / NCTC 11814 /E194a),A1A0T7,225566,226186,618,-,ILVD_EDD; InterPro=IPR042096; IPR004404; IPR000581; IPR037237
Bifidobacterium adolescentis (strain ATCC 15703 / DSM 20083 / NCTC 11814 /E194a),A1A0T8,226257,226352,93,+,RNA_pol_Rpb6; InterPro=IPR036161; IPR003716; IPR006110
Bifidobacterium adolescentis (strain ATCC 15703 / DSM 20083 / NCTC 11814 /E194a),A1A0T9,226410,226815,403,+,S-AdoMet_synt_N; S-AdoMet_synt_M; S-AdoMet_synt_C; InterPro=IPR002133; IPR022628; IPR022629; IPR022630; IPR022636
Bifidobacterium adolescentis (strain ATCC 15703 / DSM 20083 / NCTC 11814 /E194a),A1A0U0,226834,227578,742,+,PriA_3primeBD; InterPro=IPR042115; IPR027417; IPR041222; IPR050880
Bifidobacterium adolescentis (strain ATCC 15703 / DSM 20083 / NCTC 11814 /E194a),A1A0U1,227600,227837,235,+,HAD_2; InterPro=IPR023214; IPR041492; IPR036412; IPR006439
Bifidobacterium adolescentis (strain ATCC 15703 / DSM 20083 / NCTC 11814 /E194a),A1A0U2,227872,228193,319,+,Formyl_trans_N; Formyl_trans_C; InterPro=IPR005794; IPR002376; IPR005793; IPR011034; IPR036477; IPR041711; IPR044135
Bifidobacterium adolescentis (strain ATCC 15703 / DSM 20083 / NCTC 11814 /E194a),A1A0U3,228244,228471,226,-,HAD; InterPro=IPR023214; IPR050582; IPR004469; IPR036412
Bifidobacterium adolescentis (strain ATCC 15703 / DSM 20083 / NCTC 11814 /E194a),A1A0U4,228496,229012,514,+,AAA; Prot_ATP_ID_OB_C; Prot_ATP_ID_OB_N; InterPro=IPR012340; IPR027417; IPR022482; IPR003959; IPR032501; IPR041626; IPR050168; IPR003593
Bifidobacterium adolescentis (strain ATCC 15703 / DSM 20083 / NCTC 11814 /E194a),A1A0U5,229036,229563,526,+,Pup_ligase; InterPro=IPR004347; IPR022366
Bifidobacterium adolescentis (strain ATCC 15703 / DSM 20083 / NCTC 11814 /E194a),A1A0U6,229608,229885,275,+,Inositol_P; InterPro=IPR000760
Bifidobacterium adolescentis (strain ATCC 15703 / DSM 20083 / NCTC 11814 /E194a),A1A0U7,229980,230469,487,+,Pup_ligase; InterPro=IPR022279; IPR004347
Bifidobacterium longum (strain NCC 2705),Q8G3I1,737968,738184,215,+,none; InterPro=IPR044946
Bifidobacterium longum (strain NCC 2705),Q8G3I0,738182,738492,308,-,Phage_integrase; Phage_int_SAM_5; InterPro=IPR010998; IPR013762; IPR002104; IPR025269; IPR050090; IPR011010
Bifidobacterium longum (strain NCC 2705),Q8G3H9,738489,738678,188,-,Methylase_S; InterPro=IPR044946; IPR000055; IPR052021
Bifidobacterium longum (strain NCC 2705),Q8G3H8,738690,739001,310,+,Mrr_cat; Mrr_N; InterPro=IPR011856; IPR007560; IPR025745; IPR052906; IPR011335
Bifidobacterium longum (strain NCC 2705),Q8CY44,739012,739868,854,+,N6_Mtase; HsdM_N; InterPro=IPR038333; IPR029063; IPR003356; IPR022749; IPR051537; IPR004546
Bifidobacterium longum (strain NCC 2705),Q8G3H7,739868,740274,405,+,Methylase_S; InterPro=IPR044946; IPR000055; IPR052021
Bifidobacterium longum (strain NCC 2705),Q8G3H6,740279,740805,524,+,SLFN_AlbA_2; HATPase_c_4; InterPro=IPR036388; IPR038475; IPR038461; IPR007421; IPR025831; IPR036390
Bifidobacterium longum (strain NCC 2705),Q8G3H5,740801,741896,1094,+,HSDR_N; EcoR124_C; SWI2_SNF2; UvrB_D3-like; InterPro=IPR027417; IPR007409; IPR022625; IPR040980; IPR055180; IPR014001; IPR051268; IPR004473
Bifidobacterium longum (strain NCC 2705),Q8G3H4,741919,742326,405,-,S-AdoMet_synt_N; S-AdoMet_synt_M; S-AdoMet_synt_C; InterPro=IPR002133; IPR022628; IPR022629; IPR022630; IPR022636
Bifidobacterium longum (strain NCC 2705),Q8G3H3,742418,742513,93,-,RNA_pol_Rpb6; InterPro=IPR036161; IPR003716; IPR006110
Bifidobacterium longum (strain NCC 2705),Q8G3H2,742581,743201,619,+,ILVD_EDD; InterPro=IPR042096; IPR004404; IPR000581; IPR037237
Bifidobacterium longum (strain NCC 2705),Q8G3H1,743232,743560,327,-,Formyl_trans_N; Formyl_trans_C; InterPro=IPR037022; IPR005794; IPR002376; IPR005793; IPR011034; IPR036477; IPR041711; IPR044135
Bifidobacterium longum (strain NCC 2705),Q8G3H0,743568,743803,233,-,HAD_2; InterPro=IPR023198; IPR023214; IPR041492; IPR006439; IPR036412
Bifidobacterium longum (strain NCC 2705),Q8G3G9,743823,744593,769,-,PriA_3primeBD; InterPro=IPR042115; IPR027417; IPR005259; IPR041222; IPR050880
Bifidobacterium longum (strain NCC 2705),Q8G3G8,744607,744857,249,-,HAD; InterPro=IPR023214; IPR050582; IPR004469; IPR036412
Bifidobacterium longum (strain NCC 2705),Q8G3G7,744864,745097,231,+,VTT_dom; InterPro=IPR032816; IPR051311
Bifidobacterium longum (strain NCC 2705),Q8G3G6,745117,745639,520,+,AAA; Prot_ATP_ID_OB_C; Prot_ATP_ID_OB_N; InterPro=IPR012340; IPR027417; IPR022482; IPR003959; IPR032501; IPR041626; IPR050168; IPR003593
Bifidobacterium longum (strain NCC 2705),Q8G3G5,745646,746202,554,+,Pup_ligase; InterPro=IPR004347; IPR022366
Bifidobacterium longum (strain NCC 2705),Q8G3G4,746203,746505,300,+,Inositol_P; InterPro=IPR000760
Bifidobacterium longum (strain NCC 2705),Q8G3G3,746603,747089,485,+,Pup_ligase; InterPro=IPR022279; IPR004347
Bifidobacterium longum (strain NCC 2705),P17615,747128,747222,92,-,Bac_DNA_binding; InterPro=IPR010992; IPR000119
Bifidobacterium longum subsp. infantis (strain ATCC 15697 / DSM 20088 / JCM1222 / NCTC 11817 / S12),B7GUF6,742506,742757,250,-,DapB_N; DapB_C; InterPro=IPR023940; IPR000846; IPR022663; IPR036291
Bifidobacterium longum subsp. infantis (strain ATCC 15697 / DSM 20088 / JCM1222 / NCTC 11817 / S12),B7GUG7,752378,753566,1186,-,RNA_pol_Rpb2_6; RNA_pol_Rpb2_7; RNA_pol_Rpb2_2; RNA_pol_Rpb2_1; RNA_pol_Rpb2_3; RNA_pol_Rpb2_45; InterPro=IPR042107; IPR037033; IPR014724; IPR037034; IPR010243; IPR007120; IPR007641; IPR007642; IPR007644; IPR007645; IPR019462; IPR015712
Bifidobacterium longum subsp. infantis (strain ATCC 15697 / DSM 20088 / JCM1222 / NCTC 11817 / S12),B7GUH2,754671,755125,453,-,DUF711; InterPro=IPR007841
Bifidobacterium longum subsp. infantis (strain ATCC 15697 / DSM 20088 / JCM1222 / NCTC 11817 / S12),B7GUI8,761666,762010,342,-,Iso_dh; InterPro=IPR023698; IPR024084; IPR050501
Bifidobacterium longum subsp. infantis (strain ATCC 15697 / DSM 20088 / JCM1222 / NCTC 11817 / S12),B7GUN9,782336,782822,484,-,Pup_ligase; InterPro=IPR022279; IPR004347
Bifidobacterium longum subsp. infantis (strain ATCC 15697 / DSM 20088 / JCM1222 / NCTC 11817 / S12),B7GUP0,782822,782889,66,-,Pup; InterPro=IPR008515
Bifidobacterium longum subsp. infantis (strain ATCC 15697 / DSM 20088 / JCM1222 / NCTC 11817 / S12),B7GUP3,783786,784307,520,-,AAA; Prot_ATP_ID_OB_C; Prot_ATP_ID_OB_N; InterPro=IPR012340; IPR027417; IPR022482; IPR003959; IPR032501; IPR041626; IPR050168; IPR003593
Bifidobacterium longum subsp. infantis (strain ATCC 15697 / DSM 20088 / JCM1222 / NCTC 11817 / S12),B7GUP8,785864,786193,327,+,Formyl_trans_N; Formyl_trans_C; InterPro=IPR037022; IPR005794; IPR002376; IPR005793; IPR011034; IPR036477; IPR041711; IPR044135
Bifidobacterium longum subsp. infantis (strain ATCC 15697 / DSM 20088 / JCM1222 / NCTC 11817 / S12),B7GUP9,786224,786814,588,-,ILVD_EDD; InterPro=IPR042096; IPR004404; IPR000581; IPR037237
Bifidobacterium longum subsp. infantis (strain ATCC 15697 / DSM 20088 / JCM1222 / NCTC 11817 / S12),B7GUQ0,786912,787007,93,+,RNA_pol_Rpb6; InterPro=IPR036161; IPR003716; IPR006110
Bifidobacterium longum subsp. infantis (strain ATCC 15697 / DSM 20088 / JCM1222 / NCTC 11817 / S12),B7GUQ1,787100,787506,405,+,S-AdoMet_synt_N; S-AdoMet_synt_M; S-AdoMet_synt_C; InterPro=IPR002133; IPR022628; IPR022629; IPR022630; IPR022636
Bifidobacterium longum subsp. infantis (strain ATCC 15697 / DSM 20088 / JCM1222 / NCTC 11817 / S12),B7GUR7,792493,792740,245,-,His_Phos_1; InterPro=IPR029033; IPR005952; IPR013078
Bifidobacterium longum subsp. infantis (strain ATCC 15697 / DSM 20088 / JCM1222 / NCTC 11817 / S12),B7GN83,804791,805220,427,-,tRNA-synt_2b; Seryl_tRNA_N; InterPro=IPR042103; IPR045864; IPR002317; IPR002314; IPR015866; IPR006195; IPR010978
Bifidobacterium longum subsp. infantis (strain ATCC 15697 / DSM 20088 / JCM1222 / NCTC 11817 / S12),B7GN96,809872,810105,231,+,Rib_5; P_isom_A; InterPro=IPR020672; IPR004788; IPR037171
Bifidobacterium longum subsp. infantis (strain ATCC 15697 / DSM 20088 / JCM1222 / NCTC 11817 / S12),B7GNA1,811428,811816,386,-,TruB_N; TruB_C; TruB_C_2; InterPro=IPR036974; IPR014780; IPR002501; IPR015225; IPR032819; IPR020103
Bifidobacterium longum subsp. infantis (strain ATCC 15697 / DSM 20088 / JCM1222 / NCTC 11817 / S12),B7GNA2,811816,811975,157,-,RBFA; InterPro=IPR015946; IPR000238; IPR023799
Bifidobacterium longum subsp. infantis (strain ATCC 15697 / DSM 20088 / JCM1222 / NCTC 11817 / S12),B7GNA3,812025,813012,985,-,GTP_EFTU; IF2_N; IF-2; EF-G_D2; InterPro=IPR036925; IPR027417; IPR000178; IPR000795; IPR006847; IPR023115; IPR053905; IPR015760; IPR009000; IPR005225; IPR044145
Bifidobacterium longum subsp. infantis (strain ATCC 15697 / DSM 20088 / JCM1222 / NCTC 11817 / S12),B7GNB3,817522,817695,172,-,Ribosomal_L17; InterPro=IPR036373; IPR000456
Bifidobacterium longum subsp. infantis (strain ATCC 15697 / DSM 20088 / JCM1222 / NCTC 11817 / S12),B7GNB5,818087,818220,131,-,Ribosomal_S11; InterPro=IPR036967; IPR001971; IPR019981
