Genome,ID,Start,Stop,Size (nt),Strand,Function
Brucella ovis (strain ATCC 25840 / 63/290 / NCTC 10512),A0A0H3AR89,35523,35648,123,-,none; InterPro=IPR001789; IPR011006
Brucella ovis (strain ATCC 25840 / 63/290 / NCTC 10512),A0A0H3ARQ2,35707,35808,99,-,AsnC_trans_reg; InterPro=IPR019887; IPR011008
Brucella suis (strain ATCC 23445 / NCTC 10510),B0CIK9,34200,34258,56,+,CcmD; InterPro=IPR007078
Brucella suis (strain ATCC 23445 / NCTC 10510),B0CIL0,34257,34460,202,+,Redoxin; InterPro=IPR013740; IPR013766; IPR050553; IPR036249; IPR004799
Brucella suis (strain ATCC 23445 / NCTC 10510),B0CIL1,34543,35155,610,-,ILVD_EDD; InterPro=IPR042096; IPR004404; IPR000581; IPR037237
Brucella suis (strain ATCC 23445 / NCTC 10510),B0CIL2,35216,35261,44,+,none
Brucella suis (strain ATCC 23445 / NCTC 10510),B0CIL3,35288,35432,142,-,none
Brucella suis biovar 1 (strain 1330),P65723,29180,29278,96,-,Pterin_4a; InterPro=IPR036428; IPR001533
Brucella suis biovar 1 (strain 1330),Q8G358,33377,33593,214,+,ABC_tran; InterPro=IPR027417; IPR003439; IPR005895; IPR003593
Brucella suis biovar 1 (strain 1330),Q8G353,34438,35049,610,-,ILVD_EDD; InterPro=IPR042096; IPR004404; IPR000581; IPR037237
Brucella suis biovar 1 (strain 1330),P63354,37584,37944,358,+,ABC_tran; TOBE_3; InterPro=IPR027417; IPR003439; IPR024765; IPR050093; IPR003593; IPR008995; IPR005666
Brucella suis biovar 1 (strain 1330),Q8G340,40970,41405,433,+,NAPRTase; NAPRTase_N; InterPro=IPR006406; IPR041525; IPR040727; IPR007229; IPR036068
Buchnera aphidicola subsp. Cinara cedri (strain Cc),Q056W5,134725,135374,647,-,UvrD-helicase; UvrD_C; InterPro=IPR013986; IPR027417; IPR014016; IPR014017; IPR000212
Buchnera aphidicola subsp. Cinara cedri (strain Cc),Q056W4,135413,135904,489,-,IlvC; IlvN; InterPro=IPR013328; IPR000506; IPR013116; IPR013023; IPR008927; IPR036291
Buchnera aphidicola subsp. Cinara cedri (strain Cc),Q056W3,135920,136537,616,-,ILVD_EDD; InterPro=IPR042096; IPR004404; IPR000581; IPR037237
Buchnera aphidicola subsp. Cinara cedri (strain Cc),Q056W2,136705,137107,401,+,Aminotran_5; InterPro=IPR015421; IPR015422; IPR010240; IPR000192; IPR016454; IPR015424
Buchnera aphidicola subsp. Cinara cedri (strain Cc),Q056W1,137115,137248,131,+,NifU_N; InterPro=IPR002871; IPR011339
Burkholderia lata (strain ATCC 17760 / DSM 23089 / LMG 22485 / NCIMB 9086 /R18194 / 383),Q394V5,723677,724204,526,+,Aldedh; InterPro=IPR016163; IPR016162; IPR015590; IPR050740; IPR016161; IPR044151
Burkholderia lata (strain ATCC 17760 / DSM 23089 / LMG 22485 / NCIMB 9086 /R18194 / 383),Q394V4,724205,724546,339,+,Ldh_2; InterPro=IPR043144; IPR043143; IPR003767; IPR036111
Burkholderia lata (strain ATCC 17760 / DSM 23089 / LMG 22485 / NCIMB 9086 /R18194 / 383),Q394V3,724641,725260,618,+,ILVD_EDD; InterPro=IPR042096; IPR004404; IPR000581; IPR037237
Burkholderia lata (strain ATCC 17760 / DSM 23089 / LMG 22485 / NCIMB 9086 /R18194 / 383),Q394V2,725306,725582,274,-,SH3_3; InterPro=IPR003646
Burkholderia lata (strain ATCC 17760 / DSM 23089 / LMG 22485 / NCIMB 9086 /R18194 / 383),Q394V1,725593,725740,145,-,none
Burkholderia lata (strain ATCC 17760 / DSM 23089 / LMG 22485 / NCIMB 9086 /R18194 / 383),Q39DT1,968311,968608,295,-,LGT; InterPro=IPR001640
Burkholderia lata (strain ATCC 17760 / DSM 23089 / LMG 22485 / NCIMB 9086 /R18194 / 383),Q39DT0,968638,968943,303,-,HTH_1; LysR_substrate; InterPro=IPR036388; IPR000847; IPR005119; IPR036390; IPR037412
Burkholderia lata (strain ATCC 17760 / DSM 23089 / LMG 22485 / NCIMB 9086 /R18194 / 383),Q39DS9,968988,969546,556,+,ILVD_EDD; InterPro=IPR042096; IPR004404; IPR000581; IPR050165; IPR037237
Burkholderia lata (strain ATCC 17760 / DSM 23089 / LMG 22485 / NCIMB 9086 /R18194 / 383),Q39DS8,969588,969697,107,+,Cytochrom_C; InterPro=IPR036909; IPR009056; IPR002324
Burkholderia lata (strain ATCC 17760 / DSM 23089 / LMG 22485 / NCIMB 9086 /R18194 / 383),Q39DS7,969744,969998,252,-,DUF2486; InterPro=IPR018924
Burkholderia mallei (strain NCTC 10247),A3MLN3,540964,541093,127,+,Asp_decarbox; InterPro=IPR003190; IPR009010
Burkholderia mallei (strain NCTC 10247),A3MLQ2,547015,547311,295,-,LGT; InterPro=IPR001640
Burkholderia mallei (strain NCTC 10247),A3MLQ5,547739,548297,556,+,ILVD_EDD; InterPro=IPR042096; IPR004404; IPR000581; IPR050165; IPR037237
Burkholderia mallei (strain NCTC 10247),A3MLR1,549459,549962,502,-,Peptidase_M17; Peptidase_M17_N; InterPro=IPR043472; IPR023042; IPR000819; IPR008283; IPR011356
Burkholderia mallei (strain NCTC 10247),A3MLT7,557662,558169,506,-,Lyase_aromatic; InterPro=IPR024083; IPR005921; IPR001106; IPR008948
Burkholderia mallei (strain SAVP1),A1V5Y8,778767,779063,295,-,LGT; InterPro=IPR001640
Burkholderia mallei (strain SAVP1),A0AAN0U6H9,779113,779429,314,-,HTH_1; LysR_substrate; InterPro=IPR036388; IPR000847; IPR005119; IPR036390; IPR037412
Burkholderia mallei (strain SAVP1),A1V5Z0,779488,780046,556,+,ILVD_EDD; InterPro=IPR042096; IPR004404; IPR000581; IPR050165; IPR037237
Burkholderia mallei (strain SAVP1),A0AAN0NYX0,780062,780604,540,+,DUF772; DDE_Tnp_1_6; InterPro=IPR047629; IPR008490; IPR025668
Burkholderia mallei (strain SAVP1),A0AAN0U845,780649,780757,106,+,Cytochrom_C; InterPro=IPR036909; IPR009056; IPR002324
Burkholderia pseudomallei (strain 1710b),Q3JV14,407405,407641,234,+,DUF2486; InterPro=IPR018924
Burkholderia pseudomallei (strain 1710b),Q3JV13,407695,407866,170,-,Cytochrom_C; InterPro=IPR036909; IPR009056; IPR002324
Burkholderia pseudomallei (strain 1710b),Q3JV12,407874,408431,556,-,ILVD_EDD; InterPro=IPR042096; IPR004404; IPR000581; IPR050165; IPR037237
Burkholderia pseudomallei (strain 1710b),Q3JV11,408491,408822,330,+,HTH_1; LysR_substrate; InterPro=IPR036388; IPR000847; IPR005119; IPR036390; IPR037412
Burkholderia pseudomallei (strain 1710b),Q3JV10,408858,409155,295,+,LGT; InterPro=IPR001640
Burkholderia thailandensis (strain ATCC 700388 / DSM 13276 / CCUG 48851 /CIP 106301 / E264),Q2T0B8,313173,313398,223,+,DUF2486; InterPro=IPR018924
Burkholderia thailandensis (strain ATCC 700388 / DSM 13276 / CCUG 48851 /CIP 106301 / E264),Q2T0B7,313446,313554,106,-,Cytochrom_C; InterPro=IPR036909; IPR009056; IPR002324
Burkholderia thailandensis (strain ATCC 700388 / DSM 13276 / CCUG 48851 /CIP 106301 / E264),Q2T0B6,313620,314177,556,-,ILVD_EDD; InterPro=IPR042096; IPR004404; IPR000581; IPR050165; IPR037237
Burkholderia thailandensis (strain ATCC 700388 / DSM 13276 / CCUG 48851 /CIP 106301 / E264),Q2T0B5,314237,314557,319,+,HTH_1; LysR_substrate; InterPro=IPR036388; IPR000847; IPR005119; IPR036390; IPR037412
Burkholderia thailandensis (strain ATCC 700388 / DSM 13276 / CCUG 48851 /CIP 106301 / E264),Q2T0B4,314593,314890,295,+,LGT; InterPro=IPR001640
Burkholderia vietnamiensis (strain G4 / LMG 22486),A4JN01,511384,511535,150,+,none
Burkholderia vietnamiensis (strain G4 / LMG 22486),A4JN02,511547,511821,273,+,SH3_3; InterPro=IPR003646
Burkholderia vietnamiensis (strain G4 / LMG 22486),A4JN03,511869,512489,618,-,ILVD_EDD; InterPro=IPR042096; IPR004404; IPR000581; IPR037237
Burkholderia vietnamiensis (strain G4 / LMG 22486),A4JN04,512572,512913,339,-,Ldh_2; InterPro=IPR043144; IPR043143; IPR003767; IPR036111
Burkholderia vietnamiensis (strain G4 / LMG 22486),A4JN05,512911,513441,529,-,Aldedh; InterPro=IPR016163; IPR016162; IPR015590; IPR050740; IPR016161; IPR044151
Caldanaerobacter subterraneus subsp. tengcongensis (strain DSM 15242 / JCM11007 / NBRC 100824 / MB4),Q8RDK1,7205,7366,160,+,Aconitase_C; InterPro=IPR015928; IPR011827; IPR000573; IPR050075; IPR011824; IPR033940
Caldanaerobacter subterraneus subsp. tengcongensis (strain DSM 15242 / JCM11007 / NBRC 100824 / MB4),Q8RDK0,7366,7722,354,+,Iso_dh; InterPro=IPR004429; IPR024084
Caldanaerobacter subterraneus subsp. tengcongensis (strain DSM 15242 / JCM11007 / NBRC 100824 / MB4),Q8RDJ9,7724,8280,555,+,ILVD_EDD; InterPro=IPR042096; IPR004404; IPR000581; IPR037237
Caldanaerobacter subterraneus subsp. tengcongensis (strain DSM 15242 / JCM11007 / NBRC 100824 / MB4),Q8RDJ8,8279,8832,551,+,TPP_enzyme_M; TPP_enzyme_C; TPP_enzyme_N; InterPro=IPR012000; IPR011766; IPR012001; IPR045229; IPR029035; IPR029061; IPR012846; IPR039368
Caldanaerobacter subterraneus subsp. tengcongensis (strain DSM 15242 / JCM11007 / NBRC 100824 / MB4),Q8RDJ7,8841,9196,353,-,AI; 2E_transport; InterPro=IPR002549; IPR014227
Caldicellulosiruptor bescii (strain ATCC BAA-1888 / DSM 6725 / KCTC 15123 /Z-1320),B9MPM6,249353,249594,239,+,Peptidase_M28; InterPro=IPR007484
Caldicellulosiruptor bescii (strain ATCC BAA-1888 / DSM 6725 / KCTC 15123 /Z-1320),B9MPM7,249681,249975,292,+,Aminotran_4; InterPro=IPR043132; IPR043131; IPR001544; IPR050571; IPR036038; IPR005785
Caldicellulosiruptor bescii (strain ATCC BAA-1888 / DSM 6725 / KCTC 15123 /Z-1320),B9MPM8,249981,250533,551,+,ILVD_EDD; InterPro=IPR042096; IPR004404; IPR000581; IPR037237
Caldicellulosiruptor bescii (strain ATCC BAA-1888 / DSM 6725 / KCTC 15123 /Z-1320),B9MPM9,250543,251095,551,+,TPP_enzyme_M; TPP_enzyme_C; TPP_enzyme_N; InterPro=IPR012000; IPR011766; IPR012001; IPR045229; IPR029035; IPR029061; IPR012846; IPR039368
Caldicellulosiruptor bescii (strain ATCC BAA-1888 / DSM 6725 / KCTC 15123 /Z-1320),B9MPN0,252033,252257,222,+,none
Caldicellulosiruptor saccharolyticus (strain ATCC 43494 / DSM 8903 / Tp8T6331),A4XHR7,312636,312876,239,+,Peptidase_M20; InterPro=IPR002933; IPR051464
Caldicellulosiruptor saccharolyticus (strain ATCC 43494 / DSM 8903 / Tp8T6331),A4XHR8,312959,313253,292,+,Aminotran_4; InterPro=IPR043132; IPR043131; IPR001544; IPR050571; IPR036038; IPR005785
Caldicellulosiruptor saccharolyticus (strain ATCC 43494 / DSM 8903 / Tp8T6331),A4XHR9,313263,313816,551,+,ILVD_EDD; InterPro=IPR042096; IPR004404; IPR000581; IPR037237
Caldicellulosiruptor saccharolyticus (strain ATCC 43494 / DSM 8903 / Tp8T6331),A4XHS0,313825,314378,551,+,TPP_enzyme_M; TPP_enzyme_C; TPP_enzyme_N; InterPro=IPR012000; IPR011766; IPR012001; IPR045229; IPR029035; IPR029061; IPR012846; IPR039368
Caldicellulosiruptor saccharolyticus (strain ATCC 43494 / DSM 8903 / Tp8T6331),A4XHS1,314572,314768,194,-,VanZ; InterPro=IPR006976
Campylobacter curvus (strain 525.92),A7GVT0,7592,7723,129,-,none
Campylobacter curvus (strain 525.92),A7GVT1,7761,8034,272,+,CsgG; InterPro=IPR005534
Campylobacter curvus (strain 525.92),A7GVT2,8113,8671,556,+,ILVD_EDD; InterPro=IPR042096; IPR004404; IPR000581; IPR037237
Campylobacter curvus (strain 525.92),A7GVT3,8681,9308,625,+,MCPsignal; HAMP; dCache_1; InterPro=IPR004089; IPR003660; IPR033479; IPR029151
Campylobacter curvus (strain 525.92),A7GVT4,9312,9462,148,+,none
Campylobacter fetus subsp. fetus (strain 82-40),A0RRN5,568938,569287,347,-,none
Campylobacter fetus subsp. fetus (strain 82-40),A0RRN6,569290,569772,480,-,MBOAT; InterPro=IPR004299; IPR024194; IPR028362; IPR051085
Campylobacter fetus subsp. fetus (strain 82-40),A0RRN7,569817,570375,556,+,ILVD_EDD; InterPro=IPR042096; IPR004404; IPR000581; IPR037237
Campylobacter fetus subsp. fetus (strain 82-40),A0RRN8,570455,570963,507,+,Metallophos; 5_nucleotid_C; InterPro=IPR029052; IPR036907; IPR004843; IPR008334; IPR006179
Campylobacter fetus subsp. fetus (strain 82-40),A0RRN9,571010,571557,545,+,GATase; CTP_synth_N; InterPro=IPR027417; IPR029062; IPR004468; IPR017926; IPR017456; IPR033828
Campylobacter hominis (strain ATCC BAA-381 / DSM 21671 / CCUG 45161 / LMG19568 / NCTC 13146 / CH001A),A7I437,562327,562381,52,-,none
Campylobacter hominis (strain ATCC BAA-381 / DSM 21671 / CCUG 45161 / LMG19568 / NCTC 13146 / CH001A),A7I438,562400,562458,57,-,none
Campylobacter hominis (strain ATCC BAA-381 / DSM 21671 / CCUG 45161 / LMG19568 / NCTC 13146 / CH001A),A7I439,562462,563015,552,-,ILVD_EDD; InterPro=IPR042096; IPR004404; IPR000581; IPR037237
Campylobacter hominis (strain ATCC BAA-381 / DSM 21671 / CCUG 45161 / LMG19568 / NCTC 13146 / CH001A),A7I440,563838,564026,187,+,Fer4_11; InterPro=IPR017896; IPR050954
Campylobacter hominis (strain ATCC BAA-381 / DSM 21671 / CCUG 45161 / LMG19568 / NCTC 13146 / CH001A),A7I441,564024,564348,322,+,NrfD; InterPro=IPR005614; IPR052049
Campylobacter jejuni (strain RM1221),Q5HXF5,0,441,439,+,Bac_DnaA; Bac_DnaA_C; DnaA_N; InterPro=IPR010921; IPR038454; IPR027417; IPR001957; IPR013317; IPR013159; IPR024633; IPR020591; IPR003593
Campylobacter jejuni (strain RM1221),Q5HXE7,4696,4888,190,-,RNase_HII; InterPro=IPR036397; IPR022898; IPR024567; IPR001352; IPR012337
Campylobacter jejuni (strain RM1221),Q5HXE4,5269,5828,557,+,ILVD_EDD; InterPro=IPR042096; IPR004404; IPR000581; IPR037237
Campylobacter jejuni (strain RM1221),Q5HXE2,6429,6654,223,+,QueC; InterPro=IPR014729; IPR018317
Campylobacter jejuni (strain RM1221),Q5HXD2,10590,10798,206,-,Thy1; InterPro=IPR036098; IPR003669
Campylobacter jejuni subsp. doylei (strain ATCC BAA-1458 / RM4099 /269.97),A7H1A4,5625,5705,78,-,HHH_3; InterPro=IPR051675; IPR003583; IPR010994; IPR004509
Campylobacter jejuni subsp. doylei (strain ATCC BAA-1458 / RM4099 /269.97),A7H1A5,5727,5911,182,-,Rubrerythrin; RUBY_RBDX; InterPro=IPR012347; IPR003251; IPR048574; IPR024934; IPR009040; IPR052364; IPR009078
Campylobacter jejuni subsp. doylei (strain ATCC BAA-1458 / RM4099 /269.97),A7H1A6,5996,6555,557,+,ILVD_EDD; InterPro=IPR042096; IPR004404; IPR000581; IPR037237
Campylobacter jejuni subsp. doylei (strain ATCC BAA-1458 / RM4099 /269.97),A7H1A7,6721,7129,407,-,HD_3; InterPro=IPR006674
Campylobacter jejuni subsp. doylei (strain ATCC BAA-1458 / RM4099 /269.97),A7H1A8,7155,7380,223,+,QueC; InterPro=IPR014729; IPR018317
Campylobacter jejuni subsp. jejuni serotype O:2 (strain ATCC 700819 / NCTC11168),Q0PCB4,5484,5564,78,-,HHH_3; InterPro=IPR051675; IPR003583; IPR010994; IPR004509
Campylobacter jejuni subsp. jejuni serotype O:2 (strain ATCC 700819 / NCTC11168),Q0PCB3,5585,5801,214,-,Rubrerythrin; Desulfoferrod_N; RUBY_RBDX; InterPro=IPR012347; IPR038094; IPR003251; IPR004462; IPR048574; IPR024934; IPR009040; IPR052364; IPR009078
Campylobacter jejuni subsp. jejuni serotype O:2 (strain ATCC 700819 / NCTC11168),Q9PJ98,5854,6413,557,+,ILVD_EDD; InterPro=IPR042096; IPR004404; IPR000581; IPR037237
Campylobacter jejuni subsp. jejuni serotype O:2 (strain ATCC 700819 / NCTC11168),Q0PCB1,6417,6592,173,-,DUF1440; InterPro=IPR009898
Campylobacter jejuni subsp. jejuni serotype O:2 (strain ATCC 700819 / NCTC11168),Q0PCB0,6622,7031,407,-,HD_3; InterPro=IPR006674
Campylobacter jejuni subsp. jejuni serotype O:6 (strain 81116 / NCTC11828),A8FJG5,0,441,439,+,Bac_DnaA; Bac_DnaA_C; DnaA_N; InterPro=IPR010921; IPR038454; IPR027417; IPR001957; IPR013317; IPR013159; IPR024633; IPR020591; IPR003593
Campylobacter jejuni subsp. jejuni serotype O:6 (strain 81116 / NCTC11828),A8FJH3,4696,4888,190,-,RNase_HII; InterPro=IPR036397; IPR022898; IPR024567; IPR001352; IPR012337
Campylobacter jejuni subsp. jejuni serotype O:6 (strain 81116 / NCTC11828),A8FJH6,5269,5828,557,+,ILVD_EDD; InterPro=IPR042096; IPR004404; IPR000581; IPR037237
Campylobacter jejuni subsp. jejuni serotype O:6 (strain 81116 / NCTC11828),A8FJH9,6472,6696,223,+,QueC; InterPro=IPR014729; IPR018317
Campylobacter jejuni subsp. jejuni serotype O:6 (strain 81116 / NCTC11828),A8FJJ0,10885,11429,542,+,GATase; CTP_synth_N; InterPro=IPR027417; IPR029062; IPR004468; IPR017926; IPR017456; IPR033828
Carboxydothermus hydrogenoformans (strain ATCC BAA-161 / DSM 6008 /Z-2901),Q3AER2,148381,148415,33,+,none
Carboxydothermus hydrogenoformans (strain ATCC BAA-161 / DSM 6008 /Z-2901),Q3AER1,148475,148769,292,+,Aminotran_4; InterPro=IPR043132; IPR043131; IPR001544; IPR050571; IPR036038; IPR005785
Carboxydothermus hydrogenoformans (strain ATCC BAA-161 / DSM 6008 /Z-2901),Q3AER0,148773,149327,552,+,ILVD_EDD; InterPro=IPR042096; IPR004404; IPR000581; IPR037237
Carboxydothermus hydrogenoformans (strain ATCC BAA-161 / DSM 6008 /Z-2901),Q3AEQ9,149331,149883,551,+,TPP_enzyme_M; TPP_enzyme_C; TPP_enzyme_N; InterPro=IPR012000; IPR011766; IPR012001; IPR045229; IPR029035; IPR029061; IPR012846; IPR039368
Carboxydothermus hydrogenoformans (strain ATCC BAA-161 / DSM 6008 /Z-2901),Q3AEQ8,149888,150058,169,+,ALS_ss_C; AHAS-like_ACT; InterPro=IPR027271; IPR019455; IPR054480; IPR002912; IPR004789; IPR045865; IPR039557
Caulobacter vibrioides (strain NA1000 / CB15N),A0A0H3IZK9,1095150,1095278,127,-,none
Caulobacter vibrioides (strain NA1000 / CB15N),A0A0H3CCD1,1095334,1096072,737,+,peroxidase; InterPro=IPR000763; IPR002016; IPR010255
Caulobacter vibrioides (strain NA1000 / CB15N),B8H367,1096156,1096774,616,-,ILVD_EDD; InterPro=IPR042096; IPR004404; IPR000581; IPR037237
Caulobacter vibrioides (strain NA1000 / CB15N),A0A0H3CCG8,1096807,1097104,295,+,HTH_1; LysR_substrate; InterPro=IPR036388; IPR000847; IPR005119; IPR036390; IPR037412
Caulobacter vibrioides (strain NA1000 / CB15N),A0A0H3CE17,1097121,1097292,170,+,ACT_6; InterPro=IPR016867; IPR002912; IPR050990; IPR045865
Cellvibrio japonicus (strain Ueda107),B3PIW4,193215,193424,208,+,TonB_C; InterPro=IPR037682
Cellvibrio japonicus (strain Ueda107),B3PIW5,193428,193889,459,+,none; InterPro=IPR011990; IPR051012
Cellvibrio japonicus (strain Ueda107),B3PIW6,193941,194556,613,-,ILVD_EDD; InterPro=IPR042096; IPR004404; IPR000581; IPR037237
Cellvibrio japonicus (strain Ueda107),B3PIW7,194600,194756,154,-,Acetyltransf_7; InterPro=IPR000182; IPR039840; IPR016181
Cellvibrio japonicus (strain Ueda107),B3PIW8,194755,195198,441,-,Acetyltransf_1; AA_kinase; InterPro=IPR036393; IPR010167; IPR000182; IPR001048; IPR016181; IPR033719
Cereibacter sphaeroides (strain ATCC 17029 / ATH 2.4.9),A3PRB3,309048,309478,428,-,none
Cereibacter sphaeroides (strain ATCC 17029 / ATH 2.4.9),A3PRB4,309604,309787,182,+,none
Cereibacter sphaeroides (strain ATCC 17029 / ATH 2.4.9),A3PRB5,309890,310502,611,-,ILVD_EDD; InterPro=IPR042096; IPR004404; IPR000581; IPR037237
Cereibacter sphaeroides (strain ATCC 17029 / ATH 2.4.9),A3PRB6,310582,310998,414,+,none
Cereibacter sphaeroides (strain ATCC 17029 / ATH 2.4.9),A3PRB7,310998,311308,309,+,none
Chlorobaculum parvum (strain DSM 263 / NCIMB 8327),B3QMA0,225729,225889,158,-,ALS_ss_C; AHAS-like_ACT; InterPro=IPR027271; IPR019455; IPR054480; IPR002912; IPR004789; IPR045865; IPR039557
Chlorobaculum parvum (strain DSM 263 / NCIMB 8327),B3QMA1,225892,226466,572,-,TPP_enzyme_M; TPP_enzyme_C; TPP_enzyme_N; InterPro=IPR012000; IPR011766; IPR012001; IPR045229; IPR029035; IPR029061; IPR012846; IPR039368
Chlorobaculum parvum (strain DSM 263 / NCIMB 8327),B3QMA2,226489,227049,559,-,ILVD_EDD; InterPro=IPR042096; IPR004404; IPR000581; IPR037237
Chlorobaculum parvum (strain DSM 263 / NCIMB 8327),B3QMA3,227259,227795,534,+,DUF92; InterPro=IPR002794
Chlorobaculum parvum (strain DSM 263 / NCIMB 8327),B3QMA4,227806,228027,219,+,MotA_ExbB; InterPro=IPR002898; IPR050790; IPR014163
Chlorobaculum tepidum (strain ATCC 49652 / DSM 12025 / NBRC 103806 / TLS),Q8KER6,206213,206373,158,-,ALS_ss_C; AHAS-like_ACT; InterPro=IPR027271; IPR019455; IPR054480; IPR002912; IPR004789; IPR045865; IPR039557
Chlorobaculum tepidum (strain ATCC 49652 / DSM 12025 / NBRC 103806 / TLS),Q8KER5,206376,206950,572,-,TPP_enzyme_M; TPP_enzyme_C; TPP_enzyme_N; InterPro=IPR012000; IPR011766; IPR012001; IPR045229; IPR029035; IPR029061; IPR012846; IPR039368
Chlorobaculum tepidum (strain ATCC 49652 / DSM 12025 / NBRC 103806 / TLS),Q8KER4,206974,207535,559,-,ILVD_EDD; InterPro=IPR042096; IPR004404; IPR000581; IPR037237
Chlorobaculum tepidum (strain ATCC 49652 / DSM 12025 / NBRC 103806 / TLS),Q8KER3,207733,207798,64,-,none
Chlorobaculum tepidum (strain ATCC 49652 / DSM 12025 / NBRC 103806 / TLS),Q8KER2,208213,208414,199,-,NusG; InterPro=IPR036735; IPR006645; IPR043425; IPR008991
Chlorobium chlorochromatii (strain CaD3),Q3APC1,807629,807698,68,-,none
Chlorobium chlorochromatii (strain CaD3),Q3APC0,807726,808299,572,-,TPP_enzyme_M; TPP_enzyme_C; TPP_enzyme_N; InterPro=IPR012000; IPR011766; IPR012001; IPR045229; IPR029035; IPR029061; IPR012846; IPR039368
Chlorobium chlorochromatii (strain CaD3),Q3APB9,808358,808918,558,-,ILVD_EDD; InterPro=IPR042096; IPR004404; IPR000581; IPR037237
Chlorobium chlorochromatii (strain CaD3),Q3APB8,809175,809396,219,+,MotA_ExbB; InterPro=IPR002898; IPR050790
Chlorobium chlorochromatii (strain CaD3),Q3APB7,809400,809542,140,+,ExbD; InterPro=IPR003400; IPR014168
Chlorobium limicola (strain DSM 245 / NBRC 103803 / 6330),B3EHP1,270184,270343,158,-,ALS_ss_C; AHAS-like_ACT; InterPro=IPR027271; IPR019455; IPR054480; IPR002912; IPR004789; IPR045865; IPR039557
Chlorobium limicola (strain DSM 245 / NBRC 103803 / 6330),B3EHP2,270347,270921,572,-,TPP_enzyme_M; TPP_enzyme_C; TPP_enzyme_N; InterPro=IPR012000; IPR011766; IPR012001; IPR045229; IPR029035; IPR029061; IPR012846; IPR039368
Chlorobium limicola (strain DSM 245 / NBRC 103803 / 6330),B3EHP3,270923,271489,564,-,ILVD_EDD; InterPro=IPR042096; IPR004404; IPR000581; IPR037237
Chlorobium limicola (strain DSM 245 / NBRC 103803 / 6330),B3EHP4,271661,272186,524,+,DUF92; InterPro=IPR002794
Chlorobium limicola (strain DSM 245 / NBRC 103803 / 6330),B3EHP5,272194,272420,224,+,MotA_ExbB; InterPro=IPR002898; IPR050790; IPR014163
Chlorobium luteolum (strain DSM 273 / BCRC 81028 / 2530),Q3B591,235924,236019,93,+,HTH_3; InterPro=IPR010982; IPR001387
Chlorobium luteolum (strain DSM 273 / BCRC 81028 / 2530),Q3B590,236618,237185,565,-,TPP_enzyme_M; TPP_enzyme_C; TPP_enzyme_N; InterPro=IPR012000; IPR011766; IPR012001; IPR045229; IPR029035; IPR029061; IPR012846; IPR039368
Chlorobium luteolum (strain DSM 273 / BCRC 81028 / 2530),Q3B589,237194,237760,564,-,ILVD_EDD; InterPro=IPR042096; IPR004404; IPR000581; IPR037237
Chlorobium luteolum (strain DSM 273 / BCRC 81028 / 2530),Q3B588,237936,238463,525,+,DUF92; InterPro=IPR002794
Chlorobium luteolum (strain DSM 273 / BCRC 81028 / 2530),Q3B587,238494,238717,221,+,MotA_ExbB; InterPro=IPR002898; IPR050790; IPR014163
Chlorobium phaeobacteroides (strain DSM 266 / SMG 266 / 2430),A1BES6,325072,325231,158,-,ALS_ss_C; AHAS-like_ACT; InterPro=IPR027271; IPR019455; IPR054480; IPR002912; IPR004789; IPR045865; IPR039557
Chlorobium phaeobacteroides (strain DSM 266 / SMG 266 / 2430),A1BES7,325235,325808,572,-,TPP_enzyme_M; TPP_enzyme_C; TPP_enzyme_N; InterPro=IPR012000; IPR011766; IPR012001; IPR045229; IPR029035; IPR029061; IPR012846; IPR039368
Chlorobium phaeobacteroides (strain DSM 266 / SMG 266 / 2430),A1BES8,325811,326377,564,-,ILVD_EDD; InterPro=IPR042096; IPR004404; IPR000581; IPR037237
Chlorobium phaeobacteroides (strain DSM 266 / SMG 266 / 2430),A1BES9,326537,327064,525,+,DUF92; InterPro=IPR002794
Chlorobium phaeobacteroides (strain DSM 266 / SMG 266 / 2430),A1BET0,327072,327297,224,+,MotA_ExbB; InterPro=IPR002898; IPR050790; IPR014163
Chlorobium phaeovibrioides (strain DSM 265 / 1930),A4SFC0,437328,437549,219,-,MotA_ExbB; InterPro=IPR002898; IPR050790; IPR014163
Chlorobium phaeovibrioides (strain DSM 265 / 1930),A4SFC1,437559,438085,525,-,DUF92; InterPro=IPR002794
Chlorobium phaeovibrioides (strain DSM 265 / 1930),A4SFC2,438184,438750,564,+,ILVD_EDD; InterPro=IPR042096; IPR004404; IPR000581; IPR037237
Chlorobium phaeovibrioides (strain DSM 265 / 1930),A4SFC3,438754,439328,572,+,TPP_enzyme_M; TPP_enzyme_C; TPP_enzyme_N; InterPro=IPR012000; IPR011766; IPR012001; IPR045229; IPR029035; IPR029061; IPR012846; IPR039368
Chlorobium phaeovibrioides (strain DSM 265 / 1930),A4SFC4,439332,439490,157,+,ALS_ss_C; AHAS-like_ACT; InterPro=IPR027271; IPR019455; IPR054480; IPR002912; IPR004789; IPR045865; IPR039557
Chloroflexus aggregans (strain MD-66 / DSM 9485),B8G760,454645,454864,217,-,Methyltransf_11; InterPro=IPR029063; IPR013216
Chloroflexus aggregans (strain MD-66 / DSM 9485),B8G761,454896,455210,312,+,DUF4938; InterPro=IPR032554
Chloroflexus aggregans (strain MD-66 / DSM 9485),B8G762,455228,455793,563,-,ILVD_EDD; InterPro=IPR042096; IPR004404; IPR000581; IPR050165; IPR037237
